Match	Count	Cites
ResidueFinder	1	0
DeconPeaker	1	13
ARBitR	1	8
FusionNeoAntigen	1	4
MetaFunPrimer	1	1
MuWU	1	0
sgTarget	1	3
xsi	1	6
g3mclass	1	0
zfin	1	147
4DXpress	1	23
ArtiaX	1	28
RealityConvert	1	0
ProteinVR	1	12
PSI-MOUSE	1	9
Comprior	1	1
summarizedbenchmark	1	0
DaMiRseq	1	37
KGEV	1	3
PhenoModifier	1	10
J-SPACE	1	2
sparsesignatures	1	0
RTXI	1	32
scnym	1	35
SEPA	1	1901
Anecdata	1	2
ProPAS	1	16
COTAN	1	7
DiffusionLab	1	1
biasaway	1	13
biopyc	1	2
BioPyC	1	2
dhcl	1	19
ASTHERISC	1	6
MSpectraAI	1	3
The Image Data Explorer	1	1
ProDESIGN-LE	1	8
ProDCoNN	1	24
DenseCPD	1	0
SPROF	1	15
metatox	1	0
matTFA	1	40
pyTFA	1	40
DNMSO	1	2
dnmso	1	2
LutefiskXP	1	40
Graph Peak Caller	1	16
mzion	1	1
iDMET	1	0
feats	1	0
Ribocentre	1	9
bakR	1	6
HaploDMF	1	2
seqmule	1	42
Co-AMPpred	1	7
ABPS	1	4
SPARTA	1	28
SAM-T08	1	74
SiteSeer	1	10
CIGAF	1	0
SWEMBL	1	0
peakanalyzer	1	158
simsearch	1	1
Anchored DIALIGN	1	29
vcmsa	1	4
BADASS	1	4
badass	1	4
biolqm	1	72
casq	1	26
LPI-CSFFR	1	2
rnaincoder	1	2
Solr-Plant	1	4
Taxonomic Name Resolution Service (TNRS)	1	145
CircularSTAR3D	1	1
COVIDScholar	1	8
AtFusionDB	1	3
SAMPN	1	36
ppx	1	0
MetCCS	1	29
MS2AI	1	0
ProteomicsML	1	5
P-smoother	1	4
ANDES	1	17
iProPhos	1	0
stringdb	1	2718
dynnomapp	1	0
RSSS	1	13
mzRAPP	1	4
ion-to-image	1	3
i2i	1	3
MSIQuickView	1	0
CSM-Potential	1	3
mechnetor	1	2
Proteios Software Environment	1	61
normalyzer	1	121
BioBIKE	1	14
soapindel	1	71
fdalabel	1	3
FDALabel	1	3
DHU-Pred	1	2
E-Flow	1	8
ProKware	1	1
DoPI	1	5
Nc2Eye	1	4
dbbqs	1	5
HiCARN	1	5
Enhort	1	0
topaln	1	10
SCeQTL	1	5
FSWeight	1	10
AbLIFT	1	59
cellrouter	1	5
cytofkit	1	79
CytoTree	1	17
SIDR	1	9
blobtools	1	30
MHCVision	1	1
vissE	1	2
singscore	1	0
Argot2	1	88
DEUS	1	6
rnanr	1	6
RNANR	1	6
BIODICA	1	4
tinselR	1	0
ccap	1	11
pci	1	11
FlorItaly	1	6
floritaly	1	6
IDPConformerGenerator	1	19
CheSPI	1	0
quantGenius	1	26
ANACONDA	1	15
bagheera	1	10
GRaNPA	1	18
GRaNIE	1	18
MRA Toolbox	1	1
RxnSim	1	11
EasyCGTree	1	4
csynth	1	10
CSynth	1	10
CANT-HYD	1	15
differentiable BTR	1	4
GlycanGUI	1	0
normr	1	2
gtm-decon	1	2
GTM-decon	1	2
addgene	1	25
PINCER	1	4
cr-est	1	19
PyToxo	1	1
pytoxo	1	1
bsf	1	1
fastv	1	0
meshclust	1	9
gclust	1	29
RabbitTClust	1	3
RabbitFX	1	2
HoTIDP	1	2
OmaDB	1	0
ProFeatMap	1	0
profeatmap	1	0
PupilEXT	1	5
FUNAGE-Pro	1	24
virMine 2.0	1	2
GraSR	1	5
VarGenius	1	19
fuento	1	4
SeQuiLa	1	4
sequila	1	4
DrugVsDisease	1	1901
gCMAP	1	11
signatureSearch	1	17
CREPE	1	0
gdaphen	1	0
Gdaphen	1	0
e-TSN	1	2
MetaSSPred	1	6
LIGAP	1	20
3Cnet	1	18
GSAn	1	0
Pest Alert Tool	1	2
ALADYN	1	13
DeepHistoClass	1	6
TAMMiCol	1	3
webcsea	1	29
WebCSEA	1	29
FamAgg	1	9
PLSD	1	29
ngsJulia	1	1
bestDEG	1	4
geospm	1	2
GeoSPM	1	2
eyediseases	1	6
lmm2met	1	22
famsa	1	63
mbgd	1	42
spang	1	2
Microbial Genome Database (MBGD)	1	42
SPANG	1	2
miRTar2GO	1	13
MR-microT	1	0
mirmine	1	0
Simplifier	1	9
EstimAge	1	7
UcTCRdb	1	2
GRALL	1	7
grall	1	7
MonkeyCBP	1	3
cafeh	1	28
CAFEH	1	28
JWES	1	10
ZDOG	1	1
Myotube Analyzer	1	9
sscu	1	1901
AAgAtlas	1	1
tidb	1	7
TIDB	1	7
mdsine	1	124
TNet	1	2
atb	1	3
inucs	1	1
rnashapes	1	68
ChemGPS-NP	1	46
DrugSpaceX	1	11
LipMat	1	12
MetaGT	1	2
directLFQ	1	6
directlfq	1	6
ClickGene	1	6
lightdock	1	36
LightDock	1	36
LightDock Server	1	4
iSMOD	1	0
Top-Down Crawl	1	2
ReFernment	1	5
CircSI-SSL	1	1
MIGNON	1	4
SEPIA	1	0
Docker4Circ	1	4
uorf4u	1	3
uORF4u	1	3
csORF-finder	1	9
quantiprot	1	3
M3Cs	1	0
GO FEAT	1	49
DNAcycP	1	16
noiseq	1	395
teamid	1	8
SCENERY	1	6
chromagnon	1	32
Chromagnon	1	32
pathexpand	1	28
MetaPathPredict	1	2
GrowthEstimate	1	3
BioNetFit	1	18
easypheno	1	0
easyPheno	1	0
DoSurvive	1	1
BREM-SC	1	33
CnnCrispr	1	29
Twadn	1	3
twadn	1	3
CellTICS	1	0
BlobTools	1	30
chicago	1	241
seqbench	1	5
SuperHistopath	1	14
MutaNET	1	0
pagoo	1	14
Pagoo	1	14
honto	1	1
PAPipe	1	1
CIRCUST	1	1
metaSpectraST	1	0
StPeter	1	11
CASSys	1	500
AnnotateGenomicRegions	1	4
VirusPredictor	1	0
CGHnormaliter	1	14
iPBAvizu	1	8
causalizeR	1	1
DispHScan	1	3
SISA	1	12
mistic	1	86
cb-dock2	1	169
CB-Dock2	1	169
BioKC	1	0
AUTOSCAN	1	0
SNP HiTLink	1	15
ApInAPDB	1	10
REDfold	1	3
UFold	1	0
BioPARR	1	18
ProTargetMiner	1	31
CCIP	1	6
cmatch	1	1
geNetClassifier	1	12
CRISPRnano	1	6
lncRNAtor	1	81
BAHAMA	1	0
pandora	1	7
ImReLnc	1	2
D3Similarity	1	0
MultiDTI	1	16
D3AI-CoV	1	9
vaccineda	1	16
pbxplore	1	18
EFMSDTI	1	0
DTI-CDF	1	52
E1DS	1	7
predictsnp2	1	99
PredictSNP2	1	99
rmcorrShiny	1	19
UbiBrowser 2.0	1	50
CorDiffViz	1	2
fastproject	1	34
sms-seq	1	7
SMS-seq	1	7
igvR	1	0
genepi	1	16
haplogrep	1	423
haplotracker	1	0
corto	1	0
EBV-GCR	1	4
TDbasedUFE	1	0
mixomics	1	1601
pyGOMoDo	1	1
pygomodo	1	1
detectIS	1	1
locsmoc	1	2
CPBayes	1	23
SorghumBase	1	13
arrayanalysis.org	1	84
PaCBAM	1	8
unwords	1	24
UNWORDS	1	24
EVR	1	10
TADBD	1	5
GPSeq	1	78
TADreg	1	3
cometa	1	10
facs	1	26
agora	1	16
peptide-shaker	1	279
DUI	1	0
CARTmath	1	19
nonpher	1	10
syba	1	20
SYBA	1	20
cgb	1	13
KeBABS	1	16
KronRLS-MKL	1	68
idrem	1	24
workflow4metabolomics	1	235
G4Boost	1	4
DeepG4	1	0
The Interactorium	1	57
RD-Connect Sample Catalogue	1	136
Graph2VR	1	0
Capsule-LPI	1	11
arkmap	1	5
XFlow	1	0
Coronapp	1	112
IDbSV	1	3
IBDTransDB	1	0
ibdtransdb	1	0
GenomicKB	1	8
CellRemorph	1	2
jloh	1	2
JLOH	1	2
Seq2Neo	1	12
seq2neo	1	12
TPMCalculator	1	97
NeuroBlu	1	11
COVIC-DB	1	5
aber-owl	1	33
Aber-OWL	1	33
CoDReS	1	7
MetaboMAPS	1	8
phylotaR	1	7
DMFpred	1	3
humann	1	739
FunOMIC	1	4
funomic	1	4
fpop	1	15
POETs	1	3
deltaprot	1	11
DeltaProt	1	11
OpenPhi	1	2
openphi	1	2
kwip	1	27
peptimetric	1	0
Peptimetric	1	0
DLoopCaller	1	1
Deep-loop	1	23
SignalSpider	1	17
ChIP-GSM	1	1
GlaucomaNet	1	12
HFOApp	1	1
FiniMOM	1	2
finimom	1	2
openalea	1	16
phenotrack3d	1	1
EvidenceAggregatedDriverRanking	1	7
vtbuilder	1	20
VTBuilder	1	20
t-cell-classification	1	12
ROBOKOP KG	1	20
rpf	1	35
bugbuilder	1	2
BugBuilder	1	2
riboSeed	1	6
DeepRepeat	1	15
LigAlign	1	21
MSALigMap	1	0
Bivartect	1	2
PATHcrosstalk	1	15
SimpactCyan	1	4
FluxModeCalculator	1	11
MetaGeneBank	1	5
Portiloop	1	4
DigChem	1	3
TKR	1	1
PerfectMatch	1	0
plantannot	1	0
ErrorTracer	1	1
MCPtaggR	1	0
CoolBox	1	0
DataColor	1	0
deltaRpkm	1	3
treeWAS	1	114
PDXGEM	1	11
FledFold	1	3
AnthraxKP	1	1
SIMSI-Transfer	1	3
Shiny-SoSV	1	0
shiny-sosv	1	0
StrainSelect	1	0
Galaxy-ML	1	0
rREST	1	43
APA-Scan	1	0
vizAPA	1	0
panelcn.mops	1	45
igc	1	10
TupaiaBase	1	15
BiTSC	1	0
BiTSC2	1	9
qmmm	1	68
NanoJ	1	58
ionmob	1	5
opentims	1	8
Arteria	1	0
UNDO	1	33
ExceS-A	1	2
hotspring	1	22
ngsComposer	1	6
CameraTransform	1	4
savor	1	10
Syllable-PBWT	1	3
cime	1	9
KinFragLib	1	0
CIME	1	9
HCVIVdb	1	4
pcons	1	278
treeknit	1	5
TreeKnit	1	5
tnmplot	1	394
Myosoft	1	30
myosoft	1	30
ROS-Neuro	1	2
survClust	1	18
PreCanCell	1	0
DITHER	1	12
modmap	1	16
il13pred	1	7
iil13pred	1	2
iIL13Pred	1	2
OTTM	1	0
EpiFilter	1	36
FluxPyt	1	6
fluxpyt	1	6
FACEPAI	1	1
obitools	1	272
PathExpand	1	28
scAB	1	5
ML Repo	1	29
Scikick	1	1
scikick	1	1
MetaTropismDB	1	1
POPI	1	51
POPISK	1	38
Harshlight	1	51
cgrnb	1	5
DepLink	1	0
deplink	1	0
SHEAR	1	4
viralmbd	1	2
hapflk	1	180
hapFLK	1	180
imputeqc	1	6
QSbio	1	36
ProtCAD	1	3
protcad	1	3
pydna	1	0
2-kupl	1	1
SLOPE	1	46
ImShot	1	2
scHPL	1	21
MACML	1	15
ebwt2InDel	1	6
vicmpred	1	55
MDLoc	1	7
mdloc	1	7
retro-cues	1	1
DR2S	1	5
dr2s	1	5
RAM-ESVM	1	28
LAVASET	1	0
deseq	1	9360
BRHD	1	0
PC3T	1	0
PedMap	1	6
XTandem Parser	1	34
Fragmentation Analyzer	1	13
Compomics-utilities	1	56
icelogo	1	435
microbeSEG	1	3
DeepImageJ	1	0
ObiWan-Microbi	1	0
ChipSeg	1	0
PHENOSTAMP	1	107
VIO	1	8
TMExplorer	1	0
FalseColor-Python	1	16
harman	1	34
MDSCAN	1	2
proMGE	1	29
gunc	1	0
promge	1	29
FAZSeg	1	3
PredRBR	1	16
ortholugedb	1	46
trichdb	1	149
veupathdb	1	22
cryptodb	1	98
giardiadb	1	149
tritrypdb	1	602
iCRF Generator	1	1
ssize	1	1901
DBDIpy	1	0
PathoNet	1	15
Vir2Drug	1	0
vir2drug	1	0
ShiftCrypt	1	1
shiftcrypt	1	1
WeBCMD	1	0
webcmd	1	0
EMDomics	1	32
VDJSeq-Solver	1	9
VDJsolver	1	39
DriverRWH	1	5
iGMDR	1	0
VADT	1	3
symmap	1	196
EBIC	1	2
YRBSS	1	145
PyLipID	1	0
ProLint	1	14
RNAscape	1	0
CowPI	1	71
alview	1	1
Alview	1	1
seekr	1	40
pISA-tree	1	2
EpiMetal	1	2
epimetal	1	2
COUGER	1	0
pgainsim	1	0
DISCO+QR	1	0
FoldamerDB	1	7
VarCon	1	0
DeepLPI	1	4
pandar	1	121
admixturegraph	1	33
CHDGKB	1	3
MDMAPR	1	0
BATCAVE	1	1
iPiDA-GCN	1	12
fireprot	1	49
megapath	1	4
MegaPath	1	4
abra	1	98
mhcflurry	1	201
DeepLigand	1	19
scSensitiveGeneDefine	1	2
EPIC-TABSAT	1	11
PAnalyzer	1	12
BayesASE	1	1
bayesase	1	1
same-same	1	0
peptidewitch	1	1
PeptideWitch	1	1
PiSCES	1	0
SplicingTypesAnno	1	7
ReCGBM	1	2
MinimumDistance	1	9
DrDimont	1	0
rtcga	1	1901
phers	1	7
PheRS	1	7
Excap	1	0
excap	1	0
kssd	1	0
genome-sketching	1	18
SQTL	1	1
HPfA	1	13
Human Proteoform Atlas	1	13
IMGT PhyloGene	1	361
DeePathology	1	14
Threshold-seq	1	7
Conbase	1	14
ASPic-GeneID	1	3
genomix	1	0
aspic	1	18
CNV-ClinViewer	1	5
PFresGO	1	2
FishmiRNA	1	6
StructureLab	1	21
SPARTAN	1	0
pyaging	1	1
deap	1	39
AASsites	1	24
PySmooth	1	0
DeepProSite	1	9
PepBCL	1	16
FB5P-seq	1	16
cardelino	1	21
SoilGrids	1	356
SoilGrids250m	1	356
FAMetA	1	1
3D-e-Chem-VM	1	7
CAMUR	1	16
ChemBioPort	1	1
PathoFusion	1	4
Ursgal	1	27
i-mutant	1	872
kmdiff	1	4
dbRUSP	1	1
IMCDriver	1	9
PDGPCS	1	3
driveR	1	0
crisprSQL	1	11
seqbuster	1	121
ATLASx	1	0
enviRule	1	1
SROOGLE	1	58
FRAGTE	1	3
SSBER	1	3
morphdb	1	5
MorphDB	1	5
DeepMR	1	3
deepmr	1	3
bpnet	1	3
JVirGel	1	45
wge	1	117
diting	1	20
RepExplore	1	8
clin.iobio	1	1
BioProfiling.de	1	83
dicom_wsi	1	4
FunSys	1	1
CoreSlicer	1	31
scEFSC	1	3
3D-Footprint	1	45
GrAfSS	1	1
rmechdb	1	1
GenGraph	1	3
ACFIS 2.0	1	5
ggmix	1	3
bimbam	1	111
LMM-Lasso	1	56
Procleave	1	47
pyBedGraph	1	2
Clinotator	1	3
sequana_coverage	1	8
OVPDT	1	5
scanprosite	1	1147
bgee	1	83
CCPEM	1	241
mrcfile	1	0
ccpem	1	241
MetChem	1	0
MARMoSET	1	17
uspim	1	2
QuaternaryProd	1	2718
chempert	1	4
annaffy	1	1901
DyNAVacS	1	13
MemType-2L	1	211
InsertionMapper	1	3
insertionmapper	1	3
DeepRefiner	1	12
IDH-wild-type	1	18
DynOVis	1	1
mangobase	1	2
MangoBase	1	2
Know-me	1	0
coeus	1	8
Multi-CSAR	1	4
PKconverter	1	2
GenEpi	1	16
ncRI	1	5
helixer	1	15
manor	1	52
ghostz	1	18
pycotools	1	10
PXS	1	0
PXStools	1	0
PRI-CAT	1	9
RAMBO-K	1	13
MCA-UNet	1	2
quarTeT	1	41
xsmiles	1	4
XSMILES	1	4
PathwayMatcher	1	1
cLoops	1	36
synergizer	1	33
rabit	1	55
FEGS	1	9
DLA-Ranker	1	4
dla-ranker	1	4
clinical-sentences	1	1
mia	1	0
CBEA	1	2
BrainCloud	1	465
dbBIP	1	2
CPI-IGAE	1	8
SWIFTCORE	1	2
swiftcore	1	2
biotagme	1	0
BioTAGME	1	0
MageComet	1	0
circmine	1	25
circMine	1	25
PRODOC	1	5
eSMC	1	0
dad-is	1	0
Begonia	1	15
CRCdb	1	9
crcdb	1	9
deephase	1	67
DeePhase	1	67
MiMIR	1	7
morld	1	15
SILVER	1	11
MORLD	1	15
Scrooge	1	0
mutenricher	1	6
MutEnricher	1	6
ceRNAshiny	1	0
AIHF-nomogram	1	2
PRSKB	1	0
pepStat	1	2
EPIphany	1	2
epiphany	1	2
MAPPIS	1	57
UT-AIM250	1	12
KAEA	1	6
timiner	1	39
trinculo	1	12
Trinculo	1	12
ST viewer	1	15
SpatialCPie	1	9
c-CSN	1	22
mirplant	1	48
SynTarget	1	34
HeartCV	1	2
heartcv	1	2
pathnet	1	44
DeepMRM	1	2
vactarbac	1	15
hapler	1	11
gepas	1	309
tromer	1	0
CRISPR-Cas-Docker	1	0
BEAVR	1	9
beavr	1	9
lmas	1	5
proMAD	1	1
CCPRD	1	5
waveTiling	1	0
wavetiling	1	0
selectml	1	1
SelectML	1	1
cystanalyser	1	9
CystAnalyser	1	9
nuclitrack	1	8
NucliTrack	1	8
GO bench	1	1
SumHer	1	110
DeepCoy	1	20
aln2tbl	1	2
abadapt	1	12
csdeconv	1	43
MiRTif	1	33
PBrowse	1	3
Metabolome Searcher	1	15
qcut	1	51
EpiVIA	1	24
DirichletMultinomial	1	393
MZINBVA	1	1
mbDenoise	1	7
GripDL	1	20
pareidolia	1	0
THINGS-data	1	17
glmsingle	1	37
CoffeeProt	1	3
eSPC	1	18
sRNATargetDigger	1	1
MeFiT	1	49
CFAssay	1	43
HNADOCK	1	21
bioassayR	1	6
nucleardb	1	9
dittoSeq	1	82
SinEx	1	1
messina	1	4
PDB-Explorer	1	17
MDOP	1	1
geneHapR	1	16
CandiHap	1	0
genehapr	1	16
circompara2	1	19
FTK	1	0
TRI_tool	1	9
CTSND	1	0
Aureolib	1	15
variantclassifier	1	14
lunggens	1	93
PyHMMER	1	11
IsoTools	1	0
pyhmmer	1	11
proovread	1	256
ATIVS	1	12
ninja	1	0
BIDCell	1	9
grapple	1	20
humir	1	2
mirswitch	1	0
HumiR	1	2
mirmaster	1	17
NaviSE	1	4
P3BSseq	1	8
triform	1	6
efin	1	14
EFIN	1	14
scDLC	1	5
HiTRACE-Web	1	20
CAMITAX	1	5
OralExplorer	1	0
CAMOIP	1	0
colour deconvolution	1	77
PDRP	1	5
tranalign	1	0
omicloupe	1	5
MicroPattern	1	11
LASSI	1	163
hyperdraw	1	1901
M6ADD	1	7
M6AREG	1	8
m6areg	1	8
AutoDimer	1	251
PINIR	1	1
cellGrowth	1	1901
CellPD	1	14
TIL classification	1	19
til_classification	1	19
ViralPlaque	1	19
HOGImine	1	1
ContNeXt	1	3
UnpairReg	1	6
TAGADA	1	0
phyloMDA	1	1
MethGET	1	15
refgenie	1	0
metapredict	1	96
pyrpipe	1	0
RNAcontacts	1	4
pygenometracks	1	178
AutoDeconJ	1	1
CellDrift	1	2
FASTQuick	1	1
sem1R	1	1
sem1r	1	1
MS1Connect	1	0
FireProt 2.0	1	3
ELASPIC	1	0
bonecheck	1	0
BONEcheck	1	0
CRISPR Explorer	1	1
targettranslator	1	285
St Jude Cloud	1	107
TargetTranslator	1	285
CNpare	1	2
QUATgo	1	0
Quat-2L	1	22
ematchsite	1	17
Aggrescan3D 2.0	1	52
AluMine	1	7
me-scan	1	4
TLINKAGE	1	106
PedMiner	1	4
pedminer	1	4
TCGenerators	1	3
ProbeRating	1	3
LRBinner	1	10
PaintorPipe	1	0
aRrayLasso	1	0
CALIMA	1	17
mzRecal	1	1
MedicDeepLabv3+	1	4
BOW-GBDT	1	8
FUMOSO	1	7
metagenyo	1	46
MetaGenyo	1	46
AbLang	1	39
mplot	1	3
pirScan	1	21
Time-energy	1	0
catkern	1	9
EBSeqHMM	1	50
panada	1	6
kled	1	3
MetaBridge	1	15
CCPLS	1	0
CPPLS_MLP	1	0
ACNPD	1	3
EVlncRNA-Dpred	1	5
lncGSEA	1	4
DeSIDE-DDI	1	6
VisSR	1	191
SiLoCo	1	191
VariantAlert	1	2
hapLOHseq	1	13
cyanimator	1	5
FlowUTI	1	1
flowuti	1	1
scplantdb	1	7
scPlantDB	1	7
UCSC Interaction Browser	1	18
POMO	1	3
STSGT	1	2
VnD	1	6
bionumbers	1	498
xmapbridge	1	47
QHOT	1	3
AutoScanJ	1	5
MarkerHub	1	5
remodnav	1	10
REMoDNaV	1	10
BMAT	1	2
cytonet	1	7
cytoNet	1	7
ABLE	1	1
EZcalcium	1	0
PySpacell	1	4
AmpliconTagger	1	21
VAECox	1	18
HiCHap	1	5
VIBE	1	4
PubCaseFinder	1	18
vibe	1	4
RuleGO	1	5
3FunMap	1	12
Funmap2	1	1
LSD 3.0	1	31
lsd	1	48
LEGO-CSM	1	0
lego_csm	1	0
VcPpt	1	0
audocker	1	32
FPocketWeb	1	6
fpocketweb	1	6
macsyfinder	1	203
AfumID	1	55
MorphoCatcher	1	6
oggmap	1	0
domainsignatures	1	13
cloudrnaSPAdes	1	0
GTQC	1	0
simplephy	1	1
SimplePhy	1	1
SEPIRA	1	27
AUCseg	1	0
Pentaho	1	0
PanGIA	1	0
svamp	1	2
SVAMP	1	2
MicNet toolbox	1	0
MicNet	1	2
micnet	1	2
EpiSAFARI	1	1
surviveai	1	1
surviveAI	1	1
OPUS-SSRI	1	4
Ventiliser	1	1
cassis	1	65
funcassociate	1	180
fastmulrfs	1	16
MixTreEM	1	5
HTRX	1	1
ProDFace	1	0
RRIntCC	1	4
PinMol	1	3
Twnbiome	1	1
Jflow	1	2
jflow	1	2
RescueNet	1	7
b3pdb	1	12
BBPpredict	1	6
B3Pdb	1	12
BBPpred	1	23
MBROLE3	1	3
mbrole3	1	3
phexpo	1	1
libfid	1	0
Geoseq	1	3
iOntoBioethics	1	2
K-Branches	1	8
PathME	1	23
NetGenes	1	3
LCMD	1	6
ROIforMSI	1	3
pypdb	1	10
ViralFP	1	2
MiMed	1	4
MultiGWAS	1	0
ldsep	1	0
SeqBreed	1	0
liger	1	75
LSMMD-MA	1	0
Dcifer	1	18
dcifer	1	18
ReproGenomics Viewer	1	28
PhenoPlot	1	20
trumpet	1	6
AREM	1	15
reputer	1	1176
crt	1	502
TopHat-Recondition	1	8
tophat-recondition	1	8
motus	1	495
bracken	1	0
HPC-REDItools	1	0
PIKE-R2P	1	3
snpGeneSets	1	9
JAMMING	1	19
cellsnake	1	5
Cellenics	1	0
Cellsnake	1	0
miQC	1	0
Crowdbreaks	1	19
regsp	1	2
ReGSP	1	2
ABPEPserver	1	0
Linked Registries	1	18
BOMA	1	11
TFPred	1	10
seqbias	1	20
MultiBaC	1	5
prescient	1	29
Deep-Framework	1	1
NetCom	1	2
netcom	1	2
Metavisitor	1	7
iocbio	1	41
IOCBio	1	41
miRTop	1	23
PhyloString	1	0
phylostring	1	0
BioStructMap	1	6
BigBrainWarp	1	0
deform-nu	1	1
Deform-nu	1	1
r3d-2-msa	1	4
FASTQINS	1	11
fastqins	1	11
ANUBIS	1	11
VDJView	1	9
vdjview	1	9
4mC-w2vec	1	12
Cronos	1	0
Xlnc1DCNN	1	1
iEnhancer-DCSV	1	5
Enhancer-FRL	1	5
cui2vec	1	52
TuRF-E	1	19
mdr	1	17
pathVar	1	2
RawBeans	1	7
TextFormats	1	0
textformats	1	0
paladin	1	19
PTXQC	1	97
MsQuality	1	1
pmultiqc	1	0
CLIPS	1	0
scAnnotate	1	6
cellXpress	1	11
metitree	1	14
MetiTree	1	14
msmc	1	497
epiScanpy	1	0
scOrange	1	0
ELMMatcher	1	401
MU-PseUDeep	1	8
smallareamapp	1	1
Knime4Bio	1	15
knime4bio	1	15
EPAD	1	37
ADataViewer	1	27
LitSuggest	1	25
xenbase	1	94
QSDB	1	3
LROD	1	1
sradb	1	71
bc-GenExMiner	1	80
way2drug	1	3
oxDNA.org	1	27
phagetb	1	0
PhageTB	1	6
ITDetect	1	0
itdetect	1	0
Cell-ACDC	1	0
LapTrack	1	1
laptrack	1	1
MeRIP-PF	1	11
normGAM	1	5
m4t	1	79
plappisite	1	11
COVID19db	1	20
CovidExpress	1	0
dynBGP	1	1
Varia	1	0
clinical kinase index	1	38
localCIDER	1	239
mirdip	1	19
miRAnno	1	1
twas_sim	1	2
RiboXYZ	1	1
ArrowSAM	1	4
cancercsp	1	42
RGMQL	1	3
LDkit	1	4
VIRdb	1	1
EDCluster	1	20
RBRIdent	1	6
VirusHound-I	1	2
circVAR database	1	8
LRGCPND	1	7
ADPedKD	1	11
PBEQ-Solver	1	129
ernwin	1	43
GeneralizedDTA	1	4
pareg	1	0
Visualisation tools	1	184
flowcore	1	307
GrOpt	1	4
gropt	1	4
PPI-Affinity	1	18
PeakCNV	1	3
pep-fold	1	1163
EQscore	1	4
ctk	1	0
QUADRatlas	1	8
RNAG	1	7
PneumoKITy	1	7
SeroCall	1	0
NeMO Archive	1	7
ReQON	1	10
Pclust	1	5
denvax	1	6
OpenXGR	1	6
OMICfpp	1	1
GeneDB database	1	145
CRISPRbase	1	1
ChromaClade	1	4
PiPred	1	5
bacon	1	205
CATE	1	0
PHDcleav	1	26
isomirs	1	24
phdcleav	1	26
InfMod3DGen	1	39
PhyloPrimer	1	2
HYDEN	1	7
phyloprimer	1	2
ICLRBBN	1	4
Hepamine	1	3
complexheatmap	1	4086
CamPype	1	0
PhylOTU	1	0
Yersiniomics	1	3
Bacnet	1	1
bacnet	1	1
DeepReac+	1	9
Hierarchicell	1	6
hierarchicell	1	6
stencil	1	0
lakemorpho	1	6
DockNet	1	2
docknet	1	2
sqtlseeker	1	147
seqtrimmap	1	17
DeepNeo	1	8
BLMRM	1	4
halvade	1	28
DRR4Covid	1	1
cfDNApipe	1	3
AnatomySketch	1	1
MNI SISCOM	1	5
VOCS	1	49
gcProfileMakeR	1	3
FASTAptameR 2.0	1	9
MMPatho	1	1
MetaRNN	1	0
mmpatho	1	1
circall	1	9
anota2seq	1	0
ORFik	1	0
XPRESSyourself	1	11
h5vc	1	1
MEDYAN	1	48
GraphLncLoc	1	11
LncLocFormer	1	2
DVDeconv	1	1
PPICompare	1	3
ppicompare	1	3
HMST-Seq-Analyzer	1	4
IA-Lab	1	0
pro-gram	1	2
ADZE	1	353
AliClu	1	2
devCCNP	1	4
SEAMIS	1	0
badmut	1	8
cRNAsp12	1	2
crnasp12	1	2
Network Archaeology	1	26
ReadXplorer	1	81
PDAC-ANN	1	23
SelTarbase	1	56
SleepEEGNet	1	70
CoExpresso	1	3
QDECR	1	8
qdecr	1	8
miRNAmotif	1	6
RNA Workbench 2.0	1	12
bamfa	1	9
MERIDA	1	4
MASI	1	16
fMRIflows	1	2
fmriflows	1	2
bisbee	1	14
Re-Annotator	1	51
MetaVelvet-DL	1	5
metavelvet-dl	1	5
XBSeq	1	7
hzAnalyzer	1	2
Deep-PLA	1	18
N-GlycositeAtlas	1	45
REPAC	1	2
PermFIT	1	32
permfit	1	32
strainge	1	30
StrainGE	1	30
EZmito	1	14
fusenet	1	16
FuseNet	1	16
NPBS	1	11
scdb	1	5
quickped	1	5
Avian Immunome DB	1	6
IARA	1	3
neatms	1	16
BINDTranslation	1	45
uproc	1	44
metapipe	1	0
MetaMed	1	0
ASER	1	0
wormtensor	1	2
WormTensor	1	2
MultiPSQ	1	2
multipsq	1	2
seekCRIT	1	9
Nephele	1	0
3dvizsnp	1	0
3DVizSNP	1	0
mgx	1	11
iDBP	1	40
wgd	1	117
COVTriage	1	1
DiviK	1	3
divik	1	3
MatQuantify	1	1
bigPint	1	9
SGID	1	0
ipdmada	1	6
IPDmada	1	6
mada	1	3
KPP	1	0
DataHarmonizer	1	3
FunPat	1	43
mzqLibrary	1	4
scNAME	1	14
scGCL	1	7
HIBLUP	1	13
asreml	1	0
linps	1	2
LINPS	1	2
sub-SPIA	1	21
TuberQ	1	18
DLO Hi-C	1	10
ChromNet	1	17
MaXIC-Q	1	4
XPRESS	1	505
rcount	1	21
CusProSe	1	1
aagingbase	1	0
AagingBase	1	0
bammds	1	24
PHDMF	1	0
SUsPECT	1	2
bedToGenePred	1	0
MetaImprint	1	21
dbEmbryo	1	1
PHI-Nets	1	4
MixChIP	1	1
mixchip	1	1
DeepGMAP	1	5
Pro-Coffee	1	16
IsoCor	1	75
escher-trace	1	11
iPATH	1	403
RNAcop	1	4
rnacop	1	4
NetBID2	1	5
SPEACH_AF	1	51
deepDR	1	149
GraphRepur	1	14
rapidnj	1	0
