name	pubmedid	pubmedcid	link
rankoptimizer	NA	PMC4987906	fulltexts/PMC4987906.xml
taxoptimizer	NA	PMC4987906	fulltexts/PMC4987906.xml
selectbesthit	NA	PMC4987906	fulltexts/PMC4987906.xml
lca	NA	PMC4987906	fulltexts/PMC4987906.xml
fastaextract	NA	PMC4987906	fulltexts/PMC4987906.xml
fasta_to_phylip	NA	PMC4987906	fulltexts/PMC4987906.xml
multifastamix	NA	PMC4987906	fulltexts/PMC4987906.xml
readfastafile	NA	PMC4987906	fulltexts/PMC4987906.xml
converter_genbank_to_fasta	NA	PMC4987906	fulltexts/PMC4987906.xml
converttranscriptfile_fastqtofasta	NA	PMC4987906	fulltexts/PMC4987906.xml
pe_filter	NA	PMC4987906	fulltexts/PMC4987906.xml
getsequence	NA	PMC4987906	fulltexts/PMC4987906.xml
compute_sequence_length	NA	PMC4987906	fulltexts/PMC4987906.xml
vcf_consensus	NA	PMC3137218	fulltexts/PMC3137218.xml
vcf_consensus	NA	PMC4987906	fulltexts/PMC4987906.xml
samtools_idxstats	NA	PMC2723002	fulltexts/PMC2723002.xml
samtools_idxstats	NA	PMC4987906	fulltexts/PMC4987906.xml
samtools_flagstat	NA	PMC2723002	fulltexts/PMC2723002.xml
samtools_flagstat	NA	PMC4987906	fulltexts/PMC4987906.xml
samtools_sort	NA	PMC2723002	fulltexts/PMC2723002.xml
samtools_sort	NA	PMC4987906	fulltexts/PMC4987906.xml
tophat2	NA	PMC4053844	fulltexts/PMC4053844.xml
tophat2	NA	PMC4987906	fulltexts/PMC4987906.xml
tophat2	NA	PMC2672628	fulltexts/PMC2672628.xml
3CDB	27081154	PMC4831724	fulltexts/PMC4831724.xml
TADbit	NA	PMC5540598	fulltexts/PMC5540598.xml
speaq	NA	PMC5849334	fulltexts/PMC5849334.xml
speaq	NA	PMC5849334	fulltexts/PMC5849334.xml
fluEvidenceSynthesis	NA	PMC5714397	fulltexts/PMC5714397.xml
kWIP	28873405	PMC5600398	fulltexts/PMC5600398.xml
PCSF	NA	PMC5552342	fulltexts/PMC5552342.xml
Mendel,MD	NA	PMC5464533	fulltexts/PMC5464533.xml
ARACHNE	NA	PMC5393895	fulltexts/PMC5393895.xml
SCnorm	NA	PMC5473255	fulltexts/PMC5473255.xml
phylotree.js	NA	PMC6060545	fulltexts/PMC6060545.xml
dnaasm	NA	PMC6052550	fulltexts/PMC6052550.xml
HGT-ID	NA	PMC6050683	fulltexts/PMC6050683.xml
Netpredictor	NA	PMC6047136	fulltexts/PMC6047136.xml
CEDAR OnDemand	NA	PMC6048706	fulltexts/PMC6048706.xml
NetControl4BioMed	NA	PMC6069765	fulltexts/PMC6069765.xml
FC_analysis	NA	PMC6034258	fulltexts/PMC6034258.xml
ToTem	29940847	PMC6020218	fulltexts/PMC6020218.xml
Hierarchical Feature Engineering	NA	PMC6003080	fulltexts/PMC6003080.xml
PepBonPred	24019881	PMC3760854	fulltexts/PMC3760854.xml
PepBindPred	24019881	PMC3760854	fulltexts/PMC3760854.xml
MEGADOCK-Web	NA	PMC5998897	fulltexts/PMC5998897.xml
i-Tracker	NA	PMC1276793	fulltexts/PMC1276793.xml
Informed-Proteomics	NA	PMC5578875	fulltexts/PMC5578875.xml
Mass-Up	NA	PMC4595311	fulltexts/PMC4595311.xml
SCENERY	28525568	PMC5570263	fulltexts/PMC5570263.xml
T-Coffee (SIB)	21558174	PMC3125728	fulltexts/PMC3125728.xml
RSAT - Retrieve Sequence	NA	PMC6030903	fulltexts/PMC6030903.xml
PathwayCommons SPARQL endpoint	21071392	PMC3013659	fulltexts/PMC3013659.xml
PathwayCommons web service API	21071392	PMC3013659	fulltexts/PMC3013659.xml
TreeGraph 2	NA	PMC2806359	fulltexts/PMC2806359.xml
JPhyloIO	NA	PMC4589695	fulltexts/PMC4589695.xml
BayesPI-BAR2	31001324	PMC6454009	fulltexts/PMC6454009.xml
metamicrobiomeR	30991942	PMC6469060	fulltexts/PMC6469060.xml
eNetXplorer	30991955	PMC6469092	fulltexts/PMC6469092.xml
CPMCGLM	30991962	PMC6469151	fulltexts/PMC6469151.xml
CSESA	31029079	PMC6486994	fulltexts/PMC6486994.xml
scruff	31046658	PMC6498700	fulltexts/PMC6498700.xml
taxonomy_summary	NA	PMC4987906	fulltexts/PMC4987906.xml
annotategenes	NA	PMC4987906	fulltexts/PMC4987906.xml
annotatepeaks	NA	PMC4987906	fulltexts/PMC4987906.xml
annovar_annotate_variation	NA	PMC4987906	fulltexts/PMC4987906.xml
annovar_summarize	NA	PMC2938201	fulltexts/PMC2938201.xml
bam_to_bigwig	NA	PMC4987906	fulltexts/PMC4987906.xml
bamstats	NA	PMC4987906	fulltexts/PMC4987906.xml
bcf_view_mpileup	NA	PMC4987906	fulltexts/PMC4987906.xml
bcf-tools-cat	NA	PMC2723002	fulltexts/PMC2723002.xml
bcf-tools-cat	NA	PMC4987906	fulltexts/PMC4987906.xml
bcf-tools-index	NA	PMC2723002	fulltexts/PMC2723002.xml
bcf-tools-index	NA	PMC4987906	fulltexts/PMC4987906.xml
bcftools_view	NA	PMC4987906	fulltexts/PMC4987906.xml
bedtools_mergebedgraph	NA	PMC2832824	fulltexts/PMC2832824.xml
bedtools_mergebedgraph	NA	PMC4987906	fulltexts/PMC4987906.xml
bedtools_multiintersectbed	NA	PMC2832824	fulltexts/PMC2832824.xml
bedtools_multiintersectbed	NA	PMC4987906	fulltexts/PMC4987906.xml
bigwig_to_bedgraph	NA	PMC4987906	fulltexts/PMC4987906.xml
chipmunk_chiphorde	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_assembler	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_cas_to_sam	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_extract_consensus	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_extract_consensus	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_find_variations_tab_convertor	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_find_variations	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_find_variations	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_mapper_legacy	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_mapper_legacy	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_mapper	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_mapper	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_sequence_info	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_sequence_info	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_unmapped_reads	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_unmapped_reads	NA	PMC4987906	fulltexts/PMC4987906.xml
convert2annovar	NA	PMC4987906	fulltexts/PMC4987906.xml
clc_mapping_info	NA	PMC3091720	fulltexts/PMC3091720.xml
clc_mapping_info	NA	PMC4987906	fulltexts/PMC4987906.xml
createcontrolsubset	NA	PMC4987906	fulltexts/PMC4987906.xml
acdc	NA	PMC5168860	fulltexts/PMC5168860.xml
METAREP	NA	PMC2951084	fulltexts/PMC2951084.xml
ProCARs	NA	PMC4460626	fulltexts/PMC4460626.xml
cuffcompare	NA	PMC3146043	fulltexts/PMC3146043.xml
cuffcompare	NA	PMC4987906	fulltexts/PMC4987906.xml
export	NA	PMC4987906	fulltexts/PMC4987906.xml
extractcentralregions	NA	PMC4987906	fulltexts/PMC4987906.xml
filtercontrol	NA	PMC4987906	fulltexts/PMC4987906.xml
peakcalling_findpeaks	NA	PMC2638869	fulltexts/PMC2638869.xml
peakcalling_findpeaks	NA	PMC4987906	fulltexts/PMC4987906.xml
fqconvert	NA	PMC4987906	fulltexts/PMC4987906.xml
genbank_to_gene	NA	PMC4987906	fulltexts/PMC4987906.xml
gmap_build	NA	PMC4987906	fulltexts/PMC4987906.xml
gmap_iit_store	NA	PMC4987906	fulltexts/PMC4987906.xml
gmap_snpindex	NA	PMC4987906	fulltexts/PMC4987906.xml
grep_count	NA	PMC4987906	fulltexts/PMC4987906.xml
htseqcount	NA	PMC4287950	fulltexts/PMC4287950.xml
htseqcount	NA	PMC4987906	fulltexts/PMC4987906.xml
makestatschipseq	NA	PMC4987906	fulltexts/PMC4987906.xml
maketssdist	NA	PMC4987906	fulltexts/PMC4987906.xml
pileup2cov	NA	PMC4987906	fulltexts/PMC4987906.xml
mpileup	NA	PMC4987906	fulltexts/PMC4987906.xml
mpileup_vcf	NA	PMC4987906	fulltexts/PMC4987906.xml
noisy	NA	PMC2464588	fulltexts/PMC2464588.xml
noisy	NA	PMC4987906	fulltexts/PMC4987906.xml
peak2bed	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_arrg	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_replacesamheader	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_bamindexstats	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_fastqtosam	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_reordersam	NA	PMC4987906	fulltexts/PMC4987906.xml
picard_samtofastq	NA	PMC4987906	fulltexts/PMC4987906.xml
picardasmetrics	NA	PMC4987906	fulltexts/PMC4987906.xml
picardgcbiasmetrics	NA	PMC4987906	fulltexts/PMC4987906.xml
SpatialDE	NA	PMC6350895	fulltexts/PMC6350895.xml
AAstretch	22312432	PMC3270027	fulltexts/PMC3270027.xml
Calchas	26423616	PMC4591066	fulltexts/PMC4591066.xml
histoCAT	NA	PMC5617107	fulltexts/PMC5617107.xml
GROC-SVs	NA	PMC5578891	fulltexts/PMC5578891.xml
EAGLE	NA	PMC5501199	fulltexts/PMC5501199.xml
CIRCLE-seq	NA	PMC5924695	fulltexts/PMC5924695.xml
Hieranoid	27742821	PMC5210627	fulltexts/PMC5210627.xml
hipSTR	NA	PMC5482724	fulltexts/PMC5482724.xml
npScarf	NA	PMC5321748	fulltexts/PMC5321748.xml
SCcaller	NA	PMC5408311	fulltexts/PMC5408311.xml
umis	NA	PMC5376499	fulltexts/PMC5376499.xml
signalAlign	NA	PMC5704956	fulltexts/PMC5704956.xml
iDREM	NA	PMC5868853	fulltexts/PMC5868853.xml
LAILAPS-QSM	NA	PMC5871001	fulltexts/PMC5871001.xml
Reactome Graph Database	NA	PMC5805351	fulltexts/PMC5805351.xml
Bowhead	NA	PMC5774831	fulltexts/PMC5774831.xml
MAGPIE	NA	PMC5747461	fulltexts/PMC5747461.xml
MitoTIP	NA	PMC5739504	fulltexts/PMC5739504.xml
pSSAlib	NA	PMC5730222	fulltexts/PMC5730222.xml
Diffusion	NA	PMC5638226	fulltexts/PMC5638226.xml
Toolbox-Romano-et-al	NA	PMC5479595	fulltexts/PMC5479595.xml
RTXI	NA	PMC5469488	fulltexts/PMC5469488.xml
SourceR	NA	PMC5473572	fulltexts/PMC5473572.xml
PyLDM	NA	PMC5460884	fulltexts/PMC5460884.xml
FIMTrack	NA	PMC5444858	fulltexts/PMC5444858.xml
MAGERI	NA	PMC5419444	fulltexts/PMC5419444.xml
ESPRIT-Forest	NA	PMC5421816	fulltexts/PMC5421816.xml
Mindboggle	NA	PMC5322885	fulltexts/PMC5322885.xml
ASPASIA	NA	PMC5315406	fulltexts/PMC5315406.xml
removeexonlines	NA	PMC4987906	fulltexts/PMC4987906.xml
seedgff	NA	PMC4987906	fulltexts/PMC4987906.xml
bam2roi	NA	PMC4987906	fulltexts/PMC4987906.xml
getexons	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_sort	NA	PMC3364026	fulltexts/PMC3364026.xml
roi_sort	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_affiliations_stat	NA	PMC4987906	fulltexts/PMC4987906.xml
restricttranscriptlist	NA	PMC4987906	fulltexts/PMC4987906.xml
kronaextract	NA	PMC4987906	fulltexts/PMC4987906.xml
countnumber	NA	PMC4987906	fulltexts/PMC4987906.xml
selectbytag	NA	PMC4987906	fulltexts/PMC4987906.xml
restrictfromsize	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_filters	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_david	NA	PMC4987906	fulltexts/PMC4987906.xml
restrictsequencelist	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_remove_chimera	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_mask	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_annotate	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_annotate	NA	PMC4987906	fulltexts/PMC4987906.xml
getletterdistribution1	NA	PMC3188586	fulltexts/PMC3188586.xml
getletterdistribution1	NA	PMC4987906	fulltexts/PMC4987906.xml
fastqc_toolshed	NA	PMC4987906	fulltexts/PMC4987906.xml
export_sbw	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_feature_projection	NA	PMC4987906	fulltexts/PMC4987906.xml
presartools	NA	PMC4987906	fulltexts/PMC4987906.xml
meme_fimo	NA	PMC3065696	fulltexts/PMC3065696.xml
meme_fimo	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_lps	NA	PMC2367607	fulltexts/PMC2367607.xml
hgv_lps	NA	PMC4987906	fulltexts/PMC4987906.xml
ngs_simulation	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_ldtools	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_biom_to_stdbiom	NA	PMC4987906	fulltexts/PMC4987906.xml
solid2fastq	NA	PMC4987906	fulltexts/PMC4987906.xml
bam_to_sam	NA	PMC4987906	fulltexts/PMC4987906.xml
samtools_slice_bam	NA	PMC2723002	fulltexts/PMC2723002.xml
samtools_slice_bam	NA	PMC4987906	fulltexts/PMC4987906.xml
pileup_to_vcf	NA	PMC4987906	fulltexts/PMC4987906.xml
clustering_resume	NA	PMC4987906	fulltexts/PMC4987906.xml
compare_taxofile	NA	PMC4987906	fulltexts/PMC4987906.xml
crop	NA	PMC3042185	fulltexts/PMC3042185.xml
crop	NA	PMC4987906	fulltexts/PMC4987906.xml
gemerr	NA	PMC3305602	fulltexts/PMC3305602.xml
gemerr	NA	PMC4987906	fulltexts/PMC4987906.xml
gemreads	NA	PMC4987906	fulltexts/PMC4987906.xml
indices_diversity	NA	PMC4987906	fulltexts/PMC4987906.xml
sabund	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_filter	NA	PMC4987906	fulltexts/PMC4987906.xml
MinePath	27832067	PMC5104320	fulltexts/PMC5104320.xml
MinePath	28431175	PMC5570234	fulltexts/PMC5570234.xml
vcfutils	NA	PMC4987906	fulltexts/PMC4987906.xml
genbank2gff3	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_affiliation_otu	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_normalisation	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_clusters_stat	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_metrics	NA	PMC3364026	fulltexts/PMC3364026.xml
roi_metrics	NA	PMC4987906	fulltexts/PMC4987906.xml
getsizes	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_vcf2gd	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_vcf2gd	NA	PMC4987906	fulltexts/PMC4987906.xml
mergetranscriptlists	NA	PMC4987906	fulltexts/PMC4987906.xml
trimsequences	NA	PMC4987906	fulltexts/PMC4987906.xml
plotcoverage	NA	PMC4987906	fulltexts/PMC4987906.xml
breseq_bam2aln	NA	PMC4300727	fulltexts/PMC4300727.xml
breseq_bam2aln	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_mutations	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_mutations	NA	PMC4987906	fulltexts/PMC4987906.xml
mergeslidingwindowsclusters	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_not-evidence	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_not-evidence	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_preprocess	NA	PMC4987906	fulltexts/PMC4987906.xml
getwigprofile	NA	PMC4987906	fulltexts/PMC4987906.xml
breseq	NA	PMC4300727	fulltexts/PMC4300727.xml
breseq	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_biom_to_tsv	NA	PMC4987906	fulltexts/PMC4987906.xml
prepareannotation	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_pass	NA	PMC2935431	fulltexts/PMC2935431.xml
hgv_pass	NA	PMC4987906	fulltexts/PMC4987906.xml
strictlyincludegff	NA	PMC4987906	fulltexts/PMC4987906.xml
getflanking	NA	PMC4987906	fulltexts/PMC4987906.xml
mergingdataclusterize	NA	PMC4987906	fulltexts/PMC4987906.xml
sortgff	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_subtract	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_subtract	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_gd2vcf	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_gd2vcf	NA	PMC4987906	fulltexts/PMC4987906.xml
solid_qual_boxplot	NA	PMC4987906	fulltexts/PMC4987906.xml
writerestohtml	NA	PMC4987906	fulltexts/PMC4987906.xml
getintrons	NA	PMC4987906	fulltexts/PMC4987906.xml
mappinghsp4taxo	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_linktogprofile	NA	PMC1933153	fulltexts/PMC1933153.xml
hgv_linktogprofile	NA	PMC4987906	fulltexts/PMC4987906.xml
getdistance	NA	PMC4987906	fulltexts/PMC4987906.xml
coveragegff	NA	PMC4987906	fulltexts/PMC4987906.xml
getdifferentialexpression	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_table	NA	PMC3364026	fulltexts/PMC3364026.xml
roi_table	NA	PMC4987906	fulltexts/PMC4987906.xml
qualtofastq	NA	PMC4987906	fulltexts/PMC4987906.xml
extract_archive_merge	NA	PMC4987906	fulltexts/PMC4987906.xml
aggregate_scores_in_intervals	NA	PMC4987906	fulltexts/PMC4987906.xml
replace_regex	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_gd2gvf	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_gd2gvf	NA	PMC4987906	fulltexts/PMC4987906.xml
breseq_bam2cov	NA	PMC4987906	fulltexts/PMC4987906.xml
samtools_filter	NA	PMC4987906	fulltexts/PMC4987906.xml
export_one_data	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_codingsnps	NA	PMC4987906	fulltexts/PMC4987906.xml
svdetect_bam_preprocessing_pairs	NA	PMC2905550	fulltexts/PMC2905550.xml
svdetect_bam_preprocessing_pairs	NA	PMC4987906	fulltexts/PMC4987906.xml
fetch-taxonomic-ranks	NA	PMC4987906	fulltexts/PMC4987906.xml
plotgenomecoverage	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_plot_thumbnails	NA	PMC4987906	fulltexts/PMC4987906.xml
listannotation	NA	PMC4987906	fulltexts/PMC4987906.xml
countreadgcpercent	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_check	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_check	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_normalize	NA	PMC4987906	fulltexts/PMC4987906.xml
fastq_groomer_parallel	NA	PMC2894519	fulltexts/PMC2894519.xml
fastq_groomer_parallel	NA	PMC4987906	fulltexts/PMC4987906.xml
getwigdata	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_beam	NA	PMC4987906	fulltexts/PMC4987906.xml
micropita	NA	PMC4987906	fulltexts/PMC4987906.xml
getnumber	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_intersect	NA	PMC4987906	fulltexts/PMC4987906.xml
reformat_fastq	NA	PMC4987906	fulltexts/PMC4987906.xml
getwigdistance	NA	PMC4987906	fulltexts/PMC4987906.xml
taxonomy_krona_chart	NA	PMC4071203	fulltexts/PMC4071203.xml
taxonomy_krona_chart	NA	PMC4987906	fulltexts/PMC4987906.xml
interelementgff	NA	PMC4987906	fulltexts/PMC4987906.xml
master2pgsnp	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_report	NA	PMC4987906	fulltexts/PMC4987906.xml
vcf_intersect	NA	PMC4987906	fulltexts/PMC4987906.xml
colorgff	NA	PMC4987906	fulltexts/PMC4987906.xml
load_multifastq	NA	PMC4987906	fulltexts/PMC4987906.xml
getdistribution	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_validate	NA	PMC4987906	fulltexts/PMC4987906.xml
vcf_remove_filtered	NA	PMC3137218	fulltexts/PMC3137218.xml
vcf_remove_filtered	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_clustering	NA	PMC4987906	fulltexts/PMC4987906.xml
modifysequencelist	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_union	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_union	NA	PMC4987906	fulltexts/PMC4987906.xml
listinputs	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_apply	NA	PMC4300727	fulltexts/PMC4300727.xml
gdtools_apply	NA	PMC4987906	fulltexts/PMC4987906.xml
svdetect_run_parallel_step	NA	PMC2905550	fulltexts/PMC2905550.xml
svdetect_run_parallel_step	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_demultiplex	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_gpass	NA	PMC4987906	fulltexts/PMC4987906.xml
roi_pca	NA	PMC3364026	fulltexts/PMC3364026.xml
roi_pca	NA	PMC4987906	fulltexts/PMC4987906.xml
trimadaptor	NA	PMC4987906	fulltexts/PMC4987906.xml
getdifference	NA	PMC4987906	fulltexts/PMC4987906.xml
vcf_substract	NA	PMC3137218	fulltexts/PMC3137218.xml
vcf_substract	NA	PMC4987906	fulltexts/PMC4987906.xml
gdtools_simulate-mutations	NA	PMC4987906	fulltexts/PMC4987906.xml
solid_qual_stats	NA	PMC4987906	fulltexts/PMC4987906.xml
getreaddistribution	NA	PMC4987906	fulltexts/PMC4987906.xml
bam2fastq	NA	PMC4987906	fulltexts/PMC4987906.xml
modifygenomiccoordinates	NA	PMC4987906	fulltexts/PMC4987906.xml
laj_1	NA	PMC4987906	fulltexts/PMC4987906.xml
meme_meme	NA	PMC2703892	fulltexts/PMC2703892.xml
meme_meme	NA	PMC4987906	fulltexts/PMC4987906.xml
clean_ngs	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_sift	NA	PMC4987906	fulltexts/PMC4987906.xml
plot	NA	PMC4987906	fulltexts/PMC4987906.xml
svdetect_compare_step	NA	PMC2905550	fulltexts/PMC2905550.xml
svdetect_compare_step	NA	PMC4987906	fulltexts/PMC4987906.xml
hgv_add_scores	NA	PMC4987906	fulltexts/PMC4987906.xml
COMPARTMENTS	24573882	PMC3935310	fulltexts/PMC3935310.xml
ORGANISMS	23823062	PMC3688812	fulltexts/PMC3688812.xml
genbank_convertor	NA	PMC4987906	fulltexts/PMC4987906.xml
fqseqpair	NA	PMC4987906	fulltexts/PMC4987906.xml
fqseqname	NA	PMC4987906	fulltexts/PMC4987906.xml
fqquality	NA	PMC4987906	fulltexts/PMC4987906.xml
fqextract	NA	PMC4987906	fulltexts/PMC4987906.xml
fqduplicate	NA	PMC4987906	fulltexts/PMC4987906.xml
fqcleaner	NA	PMC4987906	fulltexts/PMC4987906.xml
countnumber_parallel	NA	PMC4987906	fulltexts/PMC4987906.xml
coordinatestosequence	NA	PMC4987906	fulltexts/PMC4987906.xml
converttranscriptfile	NA	PMC4987906	fulltexts/PMC4987906.xml
computecoverage	NA	PMC4987906	fulltexts/PMC4987906.xml
compareoverlappingsmallref	NA	PMC4987906	fulltexts/PMC4987906.xml
compareoverlappingsmallquery	NA	PMC4987906	fulltexts/PMC4987906.xml
compareoverlapping	NA	PMC4987906	fulltexts/PMC4987906.xml
compareoverlapping_parallel	NA	PMC4987906	fulltexts/PMC4987906.xml
collapsereads	NA	PMC4987906	fulltexts/PMC4987906.xml
clusterizebyslidingwindows	NA	PMC4987906	fulltexts/PMC4987906.xml
cleantranscriptfile	NA	PMC4987906	fulltexts/PMC4987906.xml
changetagname	NA	PMC4987906	fulltexts/PMC4987906.xml
changename	NA	PMC4987906	fulltexts/PMC4987906.xml
changegfffeatures	NA	PMC4987906	fulltexts/PMC4987906.xml
bam_to_sam_parallel	NA	PMC2723002	fulltexts/PMC2723002.xml
bam_to_sam_parallel	NA	PMC4987906	fulltexts/PMC4987906.xml
frogs_upload_tar	NA	PMC4987906	fulltexts/PMC4987906.xml
stampy_mapper	NA	PMC4987906	fulltexts/PMC4987906.xml
stampy_indexer	NA	PMC4987906	fulltexts/PMC4987906.xml
reformat_snpeff_for_syntview	NA	PMC4987906	fulltexts/PMC4987906.xml
sartools_edger	NA	PMC4900645	fulltexts/PMC4900645.xml
sartools_edger	NA	PMC4987906	fulltexts/PMC4987906.xml
sartools_deseq2	NA	PMC4900645	fulltexts/PMC4900645.xml
sartools_deseq2	NA	PMC4987906	fulltexts/PMC4987906.xml
setuppromoter	NA	PMC4987906	fulltexts/PMC4987906.xml
findpromoter	NA	PMC4987906	fulltexts/PMC4987906.xml
pindel2vcf	NA	PMC2781750	fulltexts/PMC2781750.xml
pindel2vcf	NA	PMC4987906	fulltexts/PMC4987906.xml
rgpicfixmate	NA	PMC4987906	fulltexts/PMC4987906.xml
MarkDuplicates (IP)	NA	PMC4987906	fulltexts/PMC4987906.xml
rgestlibcomp	NA	PMC4987906	fulltexts/PMC4987906.xml
picardinsertsize	NA	PMC4987906	fulltexts/PMC4987906.xml
picardhsmetrics	NA	PMC4987906	fulltexts/PMC4987906.xml
Scoary	NA	PMC5124306	fulltexts/PMC5124306.xml
Protoss	NA	PMC4019353	fulltexts/PMC4019353.xml
Protoss	NA	PMC3225823	fulltexts/PMC3225823.xml
ProteinsPlus	NA	PMC5570178	fulltexts/PMC5570178.xml
ProteinsPlus	NA	PMC7319454	fulltexts/PMC7319454.xml
RNentropy	NA	PMC5934672	fulltexts/PMC5934672.xml
KOBAS	16845106	PMC1538915	fulltexts/PMC1538915.xml
ProtDCal	25982853	PMC4432771	fulltexts/PMC4432771.xml
HaploClique	NA	PMC3967922	fulltexts/PMC3967922.xml
ShoRAH	21521499	PMC3113935	fulltexts/PMC3113935.xml
ShoRAH	20671025	PMC2995073	fulltexts/PMC2995073.xml
ShoRAH	20377454	PMC3113935	fulltexts/PMC3113935.xml
ShoRAH	23879730	PMC3848937	fulltexts/PMC3848937.xml
arrayMap	NA	PMC4383937	fulltexts/PMC4383937.xml
Rhea	30272209	PMC6324061	fulltexts/PMC6324061.xml
Sci-Hub	29424689	PMC5832410	fulltexts/PMC5832410.xml
NAP	28705239	PMC5513407	fulltexts/PMC5513407.xml
UniReD	NA	PMC7671407	fulltexts/PMC7671407.xml
Meander	23605045	PMC3675473	fulltexts/PMC3675473.xml
Medusa3	21978489	PMC3197509	fulltexts/PMC3197509.xml
Arena3D	19040715	PMC2637860	fulltexts/PMC2637860.xml
Arena3D	22439608	PMC3368716	fulltexts/PMC3368716.xml
HipMCL	29315405	PMC5888241	fulltexts/PMC5888241.xml
Viral Bioinformatics	16772042	PMC1534038	fulltexts/PMC1534038.xml
Viral Bioinformatics	15253776	PMC481056	fulltexts/PMC481056.xml
Viral Bioinformatics	15701178	PMC549547	fulltexts/PMC549547.xml
VirusMentha	25217587	PMC4384001	fulltexts/PMC4384001.xml
Seq2Hosts	26607834	PMC4660426	fulltexts/PMC4660426.xml
ViralZone	20947564	PMC3013774	fulltexts/PMC3013774.xml
European Virus Archive	22626637	PMC7172878	fulltexts/PMC7172878.xml
Virus Pathogen Resource (ViPR)	22006842	PMC3245011	fulltexts/PMC3245011.xml
Virus Pathogen Resource (ViPR)	23202522	PMC3509690	fulltexts/PMC3509690.xml
Query Tabular	30519459	PMC6248266	fulltexts/PMC6248266.xml
IntAct	NA	PMC3965093	fulltexts/PMC3965093.xml
