name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
rSalvador	rsalvador	29084818.0	PMC5714482	fulltexts/PMC5714482.xml	Microbial ecology, Microbiology, Cell biology
treeman	treeman	28061884.0	PMC5219798	fulltexts/PMC5219798.xml	Phylogenetics, Phylogeny, Evolutionary biology, Genetics
BFPtool	bfptool	28289540.0	PMC5304404	fulltexts/PMC5304404.xml	Biophysics, Membrane and lipoproteins, Cell biology
Netlang	netlang	28832598.0	PMC5568436	fulltexts/PMC5568436.xml	Molecular interactions, pathways and networks, Natural language processing, Literature and language
Phenobook	phenobook	28327910.0	PMC5530315	fulltexts/PMC5530315.xml	Genetics, Phenomics, Genotype and phenotype
ClinicalLaboratory	clinicallaboratory	28400996.0	PMC5359993	fulltexts/PMC5359993.xml	Preclinical and clinical studies, Pathology, Biotherapeutics
MetabolomicsTools	metabolomicstools	28890673.0	PMC5550549	fulltexts/PMC5550549.xml	Metabolomics, Endocrinology and metabolism
IRProfiler	irprofiler	29669518.0	PMC5907363	fulltexts/PMC5907363.xml	Membrane and lipoproteins, Allergy, clinical immunology and immunotherapeutics, Protein interactions
SurvivalGWAS_SV	survivalgwas_sv	28525968.0	PMC5438515	fulltexts/PMC5438515.xml	GWAS study, Genomics, Genotype and phenotype
BicPAMS	bicpams	28153040.0	PMC5290636	fulltexts/PMC5290636.xml	Gene and protein families, Statistics and probability, Molecular interactions, pathways and networks
AxonPacking	axonpacking	28197091.0	PMC5281605	fulltexts/PMC5281605.xml	Neurology, Cell biology, Simulation experiment
HEAT Plus	heat_plus	29974823.0	PMC6041818	fulltexts/PMC6041818.xml	Public health and epidemiology, Systems medicine, Sample collections
AutoRoot	autoroot	28286542.0	PMC5341458	fulltexts/PMC5341458.xml	Biological imaging, Genotype and phenotype, Plant biology
Stradwin	stradwin	28854948.0	PMC5577835	fulltexts/PMC5577835.xml	Physiology, Mapping, Biological imaging
Gazepath	gazepath	28593606.0	PMC5880860	fulltexts/PMC5880860.xml	Opthalmology, Medical imaging, Sample collections
FledFold	fledfold	29123460.0	PMC5652076	fulltexts/PMC5652076.xml	RNA, Nucleic acid structure analysis, Structure prediction
CAS	cas_image_analysis	28849545.0	PMC5671565	fulltexts/PMC5671565.xml	Cell biology, Biological imaging, Imaging
GRcalculator	grcalculator	29065900.0	PMC5655815	fulltexts/PMC5655815.xml	Medicines research and development, Drug development, Medicinal chemistry
TaxMapper	taxmapper	29037173.0	PMC5644092	fulltexts/PMC5644092.xml	Microbiology, Mapping, NGS, Taxonomy
Synima	synima	29162056.0	PMC5697234	fulltexts/PMC5697234.xml	Data visualisation, Sequence assembly, Genomics
TSPmap	tspmap	29270228.0	PMC5735504	fulltexts/PMC5735504.xml	Genetics, Genomics, Mapping
Micelle Maker	micelle_maker	28884160.0	PMC5579539	fulltexts/PMC5579539.xml	Lipids, Membrane and lipoproteins, Simulation experiment
Snoopy hybrid simulator	snoopy_hybrid_simulator	28754122.0	PMC5534078	fulltexts/PMC5534078.xml	Simulation experiment, Molecular interactions, pathways and networks, Molecular modelling
PMA	pma	29482592.0	PMC5828362	fulltexts/PMC5828362.xml	Proteins, Microarray experiment, Protein interactions
MIRU-profiler	miru-profiler	30018852.0	PMC6045920	fulltexts/PMC6045920.xml	Pathology, Genomics, Microbiology
RACIPE	racipe	29914482.0	PMC6006707	fulltexts/PMC6006707.xml	Gene regulation, Gene expression, Genetics, Computational biology, Applied mathematics
SCCmecFinder	sccmecfinder	29468193.0	PMC5812897	fulltexts/PMC5812897.xml	Whole genome sequencing, Microbiology, Sequence analysis
MARV	marv	28209135.0	PMC5311849	fulltexts/PMC5311849.xml	Genetic variation, Genomics, Genotype and phenotype
QuBiLs-MAS	qubils-mas	29086120.0	PMC5462671	fulltexts/PMC5462671.xml	Computational chemistry, Cheminformatics, Small molecules
CAFE	cafe_sequence_analysis	28472388.0	PMC5793812	fulltexts/PMC5793812.xml	Metagenomics, Sequence assembly, Sequencing
DynOmics EMN	dynomics_emn	28472330.0	PMC5793847	fulltexts/PMC5793847.xml	Molecular interactions, pathways and networks, Molecular dynamics
I-TASSER-MR	i-tasser-mr	28472524.0	PMC5793832	fulltexts/PMC5793832.xml	Sequence assembly, X-ray diffraction
ARTS	arts_antibiotics	28472505.0	PMC5570205	fulltexts/PMC5570205.xml	Phylogeny, Plant biology
CHAT	chat	29036271.0	PMC5860084	fulltexts/PMC5860084.xml	Natural language processing, Oncology, Literature and language
RiboCAT	ribocat	27821510.0	PMC5238798	fulltexts/PMC5238798.xml	RNA, Nucleic acids, Protein interaction experiment, Nucleic acid structure analysis
SNPversity	snpversity	29688387.0	PMC5912076	fulltexts/PMC5912076.xml	Genotype and phenotype, DNA polymorphism, Genetic variation, Data visualisation
SinusCor	sinuscor	28923061.0	PMC5604194	fulltexts/PMC5604194.xml	Cardiology, Data visualisation, Medicines research and development, Medicine
pathprint	pathprint	23890051.0	PMC3971351	fulltexts/PMC3971351.xml	Gene expression
VMCMC	vmcmc	28187712.0	PMC5301390	fulltexts/PMC5301390.xml	Statistics and probability, Data visualisation, Phylogenetics, Machine learning
TrawlerWeb	trawlerweb	29621972.0	PMC5887194	fulltexts/PMC5887194.xml	NGS, Nucleic acid sites, features and motifs, Sequence analysis
STEAK	steak	28948042.0	PMC5597868	fulltexts/PMC5597868.xml	Sequencing, Virology, Sequence analysis
COREMIC	coremic	29473009.0	PMC5816963	fulltexts/PMC5816963.xml	Microbiome, Microbiology, Phylogenetics
XChemExplorer	xchemexplorer	28291762.0	PMC5349439	fulltexts/PMC5349439.xml	Data management, Biochemistry, Protein interactions, Protein structure analysis, Protein binding sites
Spurio	spurio	29721311.0	PMC5897793	fulltexts/PMC5897793.xml	Gene expression, Proteins, Biochemistry, Sequence analysis
ModFOLD6	modfold	28460136.0	PMC5570241	fulltexts/PMC5570241.xml	Structure prediction, Protein folding, stability and design
PRISM 3	prism_3	28460067.0	PMC5570231	fulltexts/PMC5570231.xml	Metabolomics, Cheminformatics, Structure prediction
ShortRead	shortread	19654119.0	PMC2752612	fulltexts/PMC2752612.xml	Sequencing
ACE	ace_insect	28693417.0	PMC5504734	fulltexts/PMC5504734.xml	RNA-seq, Sequence analysis, Nucleic acid sites, features and motifs
VCFtoTree	vcftotree	28950836.0	PMC5615795	fulltexts/PMC5615795.xml	Phylogenetics, Genomics, Sequence analysis, Population genetics
Variant Ranker	variant_ranker	28716001.0	PMC5514526	fulltexts/PMC5514526.xml	Genomics, Sequence analysis, Genetic variation, GWAS study
GraftM	graftm	29562347.0	PMC6007438	fulltexts/PMC6007438.xml	Genomics, Metagenomics, Transcriptomics
BURRITO	burrito	29545787.0	PMC5837987	fulltexts/PMC5837987.xml	Microbial ecology, Genomics, Taxonomy, Data visualisation
MCbiclust	mcbiclust	28911113.0	PMC5587796	fulltexts/PMC5587796.xml	Gene expression, Microarray experiment, RNA-seq, Statistics and probability
PROPS	props	29048458.0	PMC5860179	fulltexts/PMC5860179.xml	Statistics and probability, Gene expression, Molecular interactions, pathways and networks
SEPIRA	sepira	29262847.0	PMC5738803	fulltexts/PMC5738803.xml	Gene expression, Gene regulation
CLIC	clic_pathway	28719601.0	PMC5546725	fulltexts/PMC5546725.xml	Gene expression, RNA, Molecular interactions, pathways and networks
unitas	unitas	28830358.0	PMC5567656	fulltexts/PMC5567656.xml	RNA, Sequence analysis, Nucleic acid structure analysis
LTRtype	ltrtype	28421083.0	PMC5379124	fulltexts/PMC5379124.xml	Genomics, Sequence analysis, Sequence sites, features and motifs
Clinical NGS DB	clinical_ngs_db	28008688.0	PMC5324660	fulltexts/PMC5324660.xml	Preclinical and clinical studies, Sequencing, Genetic variation, Phylogenetics
TRAPR	trapr	28416950.0	PMC5389949	fulltexts/PMC5389949.xml	Transcriptomics, RNA-seq, Gene expression
stpm	stpm	28231764.0	PMC5324240	fulltexts/PMC5324240.xml	Statistics and probability, Applied mathematics, Evolutionary biology
DMRfinder	dmrfinder	29187143.0	PMC5817627	fulltexts/PMC5817627.xml	Methylated DNA immunoprecipitation, Epigenetics, DNA
CowPI	cowpi	29887853.0	PMC5981159	fulltexts/PMC5981159.xml	Microbial ecology, Metagenomics, Sequence analysis
MendelianRandomization	mendelianrandomization	28398548.0	PMC5510723	fulltexts/PMC5510723.xml	Genetics, Statistics and probability, Gene expression
FluxPyt	fluxpyt	29736347.0	PMC5933345	fulltexts/PMC5933345.xml	Endocrinology and metabolism, Biomarkers, Data visualisation
Mordred	mordred	29411163.0	PMC5801138	fulltexts/PMC5801138.xml	Small molecules, Structure analysis, Molecular modelling
PrimerSuite	primersuite	28117430.0	PMC5259761	fulltexts/PMC5259761.xml	Nucleic acid sites, features and motifs, PCR experiment, Probes and primers
SDMtoolbox	sdmtoolbox	29230356.0	PMC5721907	fulltexts/PMC5721907.xml	Ecology, Evolutionary biology, Data visualisation, Population genetics
RBiomirGS	rbiomirgs	29340253.0	PMC5768164	fulltexts/PMC5768164.xml	Functional, regulatory and non-coding RNA, Genetics, Nucleic acids
joineRML	joinerml	9879902.0	PMC6047371	fulltexts/PMC6047371.xml	Machine learning, Applied mathematics, Statistics and probability
xenoGI	xenogi	29402213.0	PMC5799925	fulltexts/PMC5799925.xml	Genomics, Nucleic acid sites, features and motifs, Microbiology, Phylogeny
MVQTLCIM	mvqtlcim	29169342.0	PMC5701343	fulltexts/PMC5701343.xml	Mapping, Genotype and phenotype, Phylogeny
MOTIFSIM	motifsim	28632401.0	PMC5610392	fulltexts/PMC5610392.xml	Nucleic acid sites, features and motifs, DNA, Sequence analysis
lme4qtl	lme4qtl	29486711.0	PMC5830078	fulltexts/PMC5830078.xml	Genetics, Statistics and probability, Molecular genetics
phylotaR	phylotar	29874797.0	PMC6027284	fulltexts/PMC6027284.xml	Data acquisition, DNA, Taxonomy
quantiprot	quantiprot	28716000.0	PMC5512976	fulltexts/PMC5512976.xml	Proteins, Sequence analysis, Protein sites, features and motifs
NFP	nfp	28280740.0	PMC5322572	fulltexts/PMC5322572.xml	Molecular interactions, pathways and networks, Genetics, Ecology
Prismatic	prismatic	29104852.0	PMC5656717	fulltexts/PMC5656717.xml	Analytical chemistry, Imaging, Electron microscopy
nmrstarlib	nmrstarlib	28302053.0	PMC5356280	fulltexts/PMC5356280.xml	NMR, Data submission, annotation and curation, Structural biology
D-GENIES	d-genies	29888139.0	PMC5991294	fulltexts/PMC5991294.xml	Genomics, Data visualisation, Sequence analysis
ClustAGE	clustage	29678129.0	PMC5910555	fulltexts/PMC5910555.xml	Genomics, Microbial ecology, Phylogeny
GEPIA	gepia	28407145.0	PMC5570223	fulltexts/PMC5570223.xml	Microarray experiment, Gene expression, Oncology
reFOLD	refold	28402475.0	PMC5570150	fulltexts/PMC5570150.xml	Molecular interactions, pathways and networks
GalaxyHomomer	galaxyhomomer	28387820.0	PMC5570155	fulltexts/PMC5570155.xml	Structure prediction, Protein folds and structural domains, Physiology
mCSM_NA	mcsm_na	28383703.0	PMC5570212	fulltexts/PMC5570212.xml	Protein interactions, Nucleic acid structure analysis, Nucleic acid sites, features and motifs
hmmIBD	hmmibd	29764422.0	PMC5952413	fulltexts/PMC5952413.xml	Genotype and phenotype, Machine learning, Phylogeny
Tripal Elasticsearch	tripal_elasticsearch	29220446.0	PMC5532966	fulltexts/PMC5532966.xml	Data management, Database management
MPD	mpd-primer	28056760.0	PMC5217220	fulltexts/PMC5217220.xml	NGS, Probes and primers, PCR experiment
UltraPse	ultrapse	29135934.0	PMC5713368	fulltexts/PMC5713368.xml	Data visualisation, Sequence analysis, Bioinformatics
km2gcn	km2gcn	28403906.0	PMC5389000	fulltexts/PMC5389000.xml	Statistics and probability, Gene expression, Biological networks
rosettR	rosettr	28331535.0	PMC5353781	fulltexts/PMC5353781.xml	Plant biology, Agricultural science, Agricultural science
OpenHiCAMM	openhicamm	29888763.0	PMC5993205	fulltexts/PMC5993205.xml	Biological imaging, Light microscopy, Genomics
vcfR	vcfr	29706990.0	PMC5909048	fulltexts/PMC5909048.xml	Genetic variation, Data management, Genomics
RaMP	ramp	29470400.0	PMC5876005	fulltexts/PMC5876005.xml	Metabolomics, Data management, Gene expression, Metabolic pathways
diceR	dicer	29334888.0	PMC5769335	fulltexts/PMC5769335.xml	Statistics and probability, Preclinical and clinical studies, Personalised medicine
ichseg	ichseg	28275541.0	PMC5328741	fulltexts/PMC5328741.xml	Neurology, MRI, Neurobiology
cyvcf2	cyvcf2	28165109.0	PMC5870853	fulltexts/PMC5870853.xml	Sequence analysis, Genetic variation, Genotype and phenotype
Ananke	ananke	28966891.0	PMC5621509	fulltexts/PMC5621509.xml	Ecology, Microbial ecology, Population genetics, Taxonomy
XCAVATOR	xcavator	28934930.0	PMC5609061	fulltexts/PMC5609061.xml	Genomics, Sequencing, Genetic variation, Genotype and phenotype
WeBCMD	webcmd	28951892.0	PMC5571890	fulltexts/PMC5571890.xml	Neurology, Applied mathematics, Endocrinology and metabolism
ClonoCalc	clonocalc	28284194.0	PMC5346239	fulltexts/PMC5346239.xml	NGS, Data visualisation, Immunology
Braintown	braintown	29975722.0	PMC6033424	fulltexts/PMC6033424.xml	Machine learning, Cell biology, Biological imaging
Chromagnon	chromagnon	29765093.0	PMC5954143	fulltexts/PMC5954143.xml	Biological imaging, Imaging, Cell biology
DIALS	dials	29533234.0	PMC5947772	fulltexts/PMC5947772.xml	Protein structure analysis, X-ray diffraction, Structure prediction
NiftyPET	niftypet	29280050.0	PMC5797201	fulltexts/PMC5797201.xml	Physiology, Neurology, Medical imaging
grtools	grtools	28588513.0	PMC5440596	fulltexts/PMC5440596.xml	Human biology, Psychiatry, Data visualisation
DeCoSTAR	decostar	28402423.0	PMC5441342	fulltexts/PMC5441342.xml	Genomics, Phylogeny, Evolutionary biology
DRAP	drap	28224052.0	PMC5316280	fulltexts/PMC5316280.xml	Sequence assembly, RNA-seq, Sequence analysis
massMap	massmap	30045760.0	PMC6060480	fulltexts/PMC6060480.xml	Taxonomy, Microbial ecology, Mapping
TMPD	tmpd	29945549.0	PMC6020451	fulltexts/PMC6020451.xml	Plant biology, Genomics, Sequence sites, features and motifs
OrtholugeDB	ortholugedb	23203876.0	PMC3531125	fulltexts/PMC3531125.xml	Phylogenetics, Mapping
miRdentify	mirdentify	25053842.0	PMC4176371	fulltexts/PMC4176371.xml	Zoology, Functional, regulatory and non-coding RNA, Nucleic acid sites, features and motifs
Corbi	corbi	24565104.0	PMC3851956	fulltexts/PMC3851956.xml	Molecular interactions, pathways and networks, Protein interactions
XS	xs	24433564.0	PMC3927261	fulltexts/PMC3927261.xml	Sequencing, Simulation experiment
GIANT	giant	24423161.0	PMC3897944	fulltexts/PMC3897944.xml	Protein interactions, Molecular interactions, pathways and networks, Protein binding sites
APRICOT	apricot	28334975.0	PMC5499795	fulltexts/PMC5499795.xml	Protein interactions, RNA, Functional, regulatory and non-coding RNA
NEP	nep	24782517.0	PMC4086065	fulltexts/PMC4086065.xml	Drug discovery, Medicines research and development, Biotechnology, Immunoproteins, genes and antigens
PhenoDigm	phenodigm	23660285.0	PMC3649640	fulltexts/PMC3649640.xml	Pathology, Zoology, Human biology
LAMP	lamp	23825543.0	PMC3688957	fulltexts/PMC3688957.xml	Microbiology, Toxicology, Drug development
ksRepo	ksrepo	26860211.0	PMC4746802	fulltexts/PMC4746802.xml	Drug development, Drug discovery, Genetics
SPiCE	spice-classify	24685258.0	PMC4021553	fulltexts/PMC4021553.xml	Sequence analysis, Proteins, Gene and protein families
Molgenis-impute	molgenis-impute	26286716.0	PMC4541731	fulltexts/PMC4541731.xml	DNA, Genetics, Genotype and phenotype
GOssTo	gossto	24659104.0	PMC4103586	fulltexts/PMC4103586.xml	Genetics, Comparative genomics, Nucleic acid sites, features and motifs
Noncoder	noncoder	23012263.0	PMC3592461	fulltexts/PMC3592461.xml	Exome sequencing, RNA-seq, Functional, regulatory and non-coding RNA
3D-e-Chem-VM	3d-e-chem	28125221.0	PMC5342320	fulltexts/PMC5342320.xml	Cheminformatics, Structure analysis, Molecular interactions, pathways and networks, Chemistry, Small molecules
CoVennTree	covenntree	25750651.0	PMC4335276	fulltexts/PMC4335276.xml	Biology, Data visualisation, Metagenomics
RMAP	rmap	18307793.0	PMC2335322	fulltexts/PMC2335322.xml	Epigenetics
RMAP	rmap	23758764.0	PMC3694458	fulltexts/PMC3694458.xml	Epigenetics
mrsFAST	mrsfast	23758764.0	PMC3694458	fulltexts/PMC3694458.xml	Genomics
CRAC	crac	23537109.0	PMC4053775	fulltexts/PMC4053775.xml	RNA splicing, Gene structure, RNA-seq
MOSAIK	mosaik	24599324.0	PMC3944147	fulltexts/PMC3944147.xml	Sequence analysis, Sequence assembly
MOSAIK	mosaik	24708189.0	PMC4051166	fulltexts/PMC4051166.xml	Sequence analysis, Sequence assembly
TMAP	tmap	24708189.0	PMC4051166	fulltexts/PMC4051166.xml	Sequence analysis, Mapping
ONCO.IO	onco.io	28651018.0	PMC5484492	fulltexts/PMC5484492.xml	Oncology, Transcriptomics
RNApdbee	rnapdbee		PMC4086112	fulltexts/PMC4086112.xml	Nucleic acid structure analysis, Structure prediction, RNA, Protein secondary structure, Protein structural motifs and surfaces
AsmVar	asmvar	26705468.0	PMC4690232	fulltexts/PMC4690232.xml	Genotyping experiment, DNA structural variation
CodABC	codabc	25577191.0	PMC4379410	fulltexts/PMC4379410.xml	Gene transcripts, RNA, Sequence analysis
CLAP	clap	25282152.0	PMC4287353	fulltexts/PMC4287353.xml	Protein folds and structural domains, Protein structure analysis, Gene and protein families
CGBayesNets	cgbayesnets	24922310.0	PMC4055564	fulltexts/PMC4055564.xml	Statistics and probability, Applied mathematics
FFBSKAT	ffbskat	24905468.0	PMC4048315	fulltexts/PMC4048315.xml	Genetic variation, Machine learning, Molecular genetics
EpimiR	epimir	24682734.0	PMC4037167	fulltexts/PMC4037167.xml	Epigenetics, Functional, regulatory and non-coding RNA, Gene regulation
CUSHAW3	cushaw3	24466273.0	PMC3899341	fulltexts/PMC3899341.xml	Sequencing, Nucleic acid structure analysis, Genomics, Whole genome sequencing
IIS	iis	24949626.0	PMC4065059	fulltexts/PMC4065059.xml	Protein interactions, Drug discovery, Data visualisation, Molecular interactions, pathways and networks
ESAP plus	esap_plus	28155670.0	PMC5260030	fulltexts/PMC5260030.xml	Sequence composition, complexity and repeats, Sequence sites, features and motifs, Molecular genetics
VAMPS	vamps	24499292.0	PMC3922339	fulltexts/PMC3922339.xml	Microbial ecology, Data visualisation, Population genetics
LARVA	larva	26304545.0	PMC4787796	fulltexts/PMC4787796.xml	Functional, regulatory and non-coding RNA, Nucleic acid structure analysis, Genetic variation
VING	ving	26346985.0	PMC4562374	fulltexts/PMC4562374.xml	Sequencing, Mapping, Data visualisation
ORIO	orio	28402545.0	PMC5449597	fulltexts/PMC5449597.xml	Sequencing, Omics, ChIP-seq
UbiNe	ubine	27114492.0	PMC4843525	fulltexts/PMC4843525.xml	Protein interactions, Protein structure analysis, Molecular interactions, pathways and networks
MutationAligner	mutationaligner	26590264.0	PMC4702822	fulltexts/PMC4702822.xml	Oncology, DNA mutation, Protein folds and structural domains
PhyTB	phytb	25968323.0	PMC4429496	fulltexts/PMC4429496.xml	Data visualisation, Phylogenetics, Pathology
detectIR	detectir	25409465.0	PMC4237412	fulltexts/PMC4237412.xml	DNA structural variation, Sequence composition, complexity and repeats
Phylowood	phylowood	24191071.0	PMC3866560	fulltexts/PMC3866560.xml	Phylogeny, Data visualisation
BACA	baca	25652236.0	PMC4377007	fulltexts/PMC4377007.xml	Proteins, Sequencing, Gene expression
INDIGO	indigo	24324765.0	PMC3855842	fulltexts/PMC3855842.xml	Microbiology, Genomics, Nucleic acid structure analysis
VAS	vas	25306238.0	PMC4210471	fulltexts/PMC4210471.xml	Genetic variation, Genomics, Nucleic acid sites, features and motifs
iFORM	iform	27992540.0	PMC5167396	fulltexts/PMC5167396.xml	Transcription factors and regulatory sites, Gene regulation, Nucleic acid sites, features and motifs
WGE	wge	25979474.0	PMC4565030	fulltexts/PMC4565030.xml	Molecular genetics, Genomics, DNA
cnvOffSeq	cnvoffseq	25161258.0	PMC4147927	fulltexts/PMC4147927.xml	DNA structural variation, Genetic variation, Exome sequencing
CAR	car	25431302.0	PMC4253983	fulltexts/PMC4253983.xml	Genomics, Sequencing, Sequence analysis
FEELnc	feelnc	28053114.0	PMC5416892	fulltexts/PMC5416892.xml	RNA-seq, Functional, regulatory and non-coding RNA
iTAR	itar	27519564.0	PMC4983039	fulltexts/PMC4983039.xml	ChIP-seq, Gene expression, Transcription factors and regulatory sites
COMAN	coman	27515514.0	PMC4982211	fulltexts/PMC4982211.xml	RNA-seq, Transcriptomics, Microbiology, Metagenomics
SimpleSynteny	simplesynteny	27141960.0	PMC4987899	fulltexts/PMC4987899.xml	Population genetics, Mapping, Data visualisation
PSIONplus	psionplus	27044036.0	PMC4820270	fulltexts/PMC4820270.xml	Membrane and lipoproteins, Protein structure analysis, Gene and protein families, Sequence analysis
MiRComb	mircomb	26967326.0	PMC4788200	fulltexts/PMC4788200.xml	Functional, regulatory and non-coding RNA, Molecular interactions, pathways and networks, Nucleic acids, Oncology
ProTox	protox	24838562.0	PMC4086068	fulltexts/PMC4086068.xml	Small molecules, Preclinical and clinical studies, Drug discovery, Structure prediction
miRPlant	mirplant	25117656.0	PMC4141084	fulltexts/PMC4141084.xml	Functional, regulatory and non-coding RNA, Plant biology, RNA, Sequencing
lara	lara	17662141.0	PMC1955456	fulltexts/PMC1955456.xml	Sequences, RNA, Nucleic acid structure analysis
iGPCR-Drug	igpcr-drug	24015221.0	PMC3754978	fulltexts/PMC3754978.xml	Networks, Pharmacology, Protein interactions, Compound libraries and screening
deFUME	defume	26227142.0	PMC4520277	fulltexts/PMC4520277.xml	Sequencing, Sequence analysis
dbPTM	dbptm	16381945.0	PMC1347446	fulltexts/PMC1347446.xml	Protein post-translational modification, Protein post-translational modifications
RNAssess	rnassess	26068469.0	PMC4489242	fulltexts/PMC4489242.xml	Nucleic acid structure analysis, Functional, regulatory and non-coding RNA, Data quality management
Computel	computel	25923330.0	PMC4414351	fulltexts/PMC4414351.xml	Whole genome sequencing, Sequence sites, features and motifs, Sequence analysis
GUIDANCE2	guidance2	25883146.0	PMC4489236	fulltexts/PMC4489236.xml	Nucleic acid structure analysis, Sequencing, Data quality management
MBBC	mbbc	25652152.0	PMC4339733	fulltexts/PMC4339733.xml	Metagenomics, Molecular genetics, Sequence analysis
BitPAI	bitpai	25075119.0	PMC4221118	fulltexts/PMC4221118.xml	Mapping
CoMeta	cometa	25884504.0	PMC4401624	fulltexts/PMC4401624.xml	Metagenomics, Sequence analysis, DNA, Gene and protein families
MEGANTE	megante	24253915.0	PMC3894707	fulltexts/PMC3894707.xml	Plant biology, Agricultural science, Genomics
ISMA	isma	23620730.0	PMC3631255	fulltexts/PMC3631255.xml	Protein interactions, Protein structural motifs and surfaces
CoreGenes3.5	coregenes	23566564.0	PMC3630060	fulltexts/PMC3630060.xml	Microbiology, Virology, Genomics
HDAM	hdam	23369322.0	PMC3552701	fulltexts/PMC3552701.xml	Sequencing, DNA mutation, Human biology, Pathology
SyntTax	synttax	23323735.0	PMC3571937	fulltexts/PMC3571937.xml	Taxonomy, Gene regulation, Genetics
CMSA	cmsa	28646874.0	PMC5483318	fulltexts/PMC5483318.xml	DNA, RNA, Nucleic acid structure analysis
ColoWeb	coloweb	25887597.0	PMC4364483	fulltexts/PMC4364483.xml	Genomics, Sequencing, Nucleic acid structure analysis
SynChr	synchr	24651407.0	PMC3961402	fulltexts/PMC3961402.xml	Genetics, Sequence sites, features and motifs, Data visualisation
CODEX	codex_ngs	25270877.0	PMC4384009	fulltexts/PMC4384009.xml	Sequencing, Regenerative medicine, ChIP-seq, RNA-seq
cGRNB	cgrnb	24565134.0	PMC3851836	fulltexts/PMC3851836.xml	Molecular interactions, pathways and networks, Gene expression, Gene regulation
BSRD	bsrd	23203879.0	PMC3531160	fulltexts/PMC3531160.xml	Functional, regulatory and non-coding RNA, Microbiology, Microbial collection, RNA
NEArender	nearender	28361684.0	PMC5374688	fulltexts/PMC5374688.xml	Molecular interactions, pathways and networks, Genomics, Gene expression
Ensembler	ensembler	27337644.0	PMC4918922	fulltexts/PMC4918922.xml	Molecular interactions, pathways and networks, Medicines research and development, Simulation experiment
HeurAA	heuraa	23349847.0	PMC3548894	fulltexts/PMC3548894.xml	Genetic variation, Sequencing, Sequence analysis
SynFind	synfind	26560340.0	PMC4700967	fulltexts/PMC4700967.xml	Genomics, Sequence sites, features and motifs
Mergeomics	mergeomics	27612452.0	PMC5016927	fulltexts/PMC5016927.xml	Omics, Molecular interactions, pathways and networks, Functional genomics, Experimental design and studies, GWAS study
iPro54-PseKNC	ipro54-pseknc	25361964.0	PMC4245931	fulltexts/PMC4245931.xml	Transcription factors and regulatory sites
GobyWeb	gobyweb	23936070.0	PMC3720652	fulltexts/PMC3720652.xml	Methylated DNA immunoprecipitation, DNA, Gene expression
FRAMA	frama	26763976.0	PMC4712544	fulltexts/PMC4712544.xml	RNA-seq, Sequence assembly, Nucleic acid structure analysis
solGS	solgs	25495537.0	PMC4269960	fulltexts/PMC4269960.xml	Genomics, Evolutionary biology, Phylogeny
LipidWrapper	lipidwrapper	25032790.0	PMC4102414	fulltexts/PMC4102414.xml	Computational biology, Membrane and lipoproteins, Protein structural motifs and surfaces, Cell biology
MetaSel	metasel	24564477.0	PMC4015449	fulltexts/PMC4015449.xml	Cell biology, Light microscopy, Cell culture collection
CDROM	cdrom	27080514.0	PMC4832533	fulltexts/PMC4832533.xml	Gene expression, Phylogenetics, Quantitative genetics
iRSpot-TNCPseAAC	irspot-tncpseaac	24469313.0	PMC3958819	fulltexts/PMC3958819.xml	Genomics, DNA, DNA replication and recombination, Nucleic acid sites, features and motifs
TOGGLE	toggle	26552596.0	PMC4640241	fulltexts/PMC4640241.xml	Sequencing, Sequence analysis
DOCKSCORE	dockscore	25902779.0	PMC4414291	fulltexts/PMC4414291.xml	Proteins, Structure analysis, Molecular modelling, Protein interactions
HIVE	hive	26989153.0	PMC4795927	fulltexts/PMC4795927.xml	Sequencing, Sequence analysis, Data governance
SLMSuite	slmsuite	28659129.0	PMC5490196	fulltexts/PMC5490196.xml	Genomics, Microarray experiment, Genetic variation
MCTBI	mctbi	28450533.0	PMC5513060	fulltexts/PMC5513060.xml	RNA, Nucleic acid structure analysis, Functional, regulatory and non-coding RNA
ChiLin	chilin	27716038.0	PMC5048594	fulltexts/PMC5048594.xml	ChIP-seq, Sequence analysis, Data quality management
PyPanda	pypanda	27402905.0	PMC5079480	fulltexts/PMC5079480.xml	Molecular interactions, pathways and networks, Gene regulation, Genetics
LOGIQA	logiqa	27185059.0	PMC4868109	fulltexts/PMC4868109.xml	Data quality management, Genomics, Molecular interactions, pathways and networks
argyle	argyle	26684930.0	PMC4751548	fulltexts/PMC4751548.xml	Genotyping experiment, Sequencing, Sequence analysis
ClinLabGeneticist	clinlabgeneticist	26338694.0	PMC4558641	fulltexts/PMC4558641.xml	Genetic variation, Exome sequencing, Preclinical and clinical studies
NatalieQ	natalieq	24690407.0	PMC3998945	fulltexts/PMC3998945.xml	Molecular interactions, pathways and networks, Protein interactions, Protein folds and structural domains
ShatterProof	shatterproof	24646301.0	PMC3999944	fulltexts/PMC3999944.xml	Genomics, Sequence analysis, Genetic variation
HemI	hemi	25372567.0	PMC4221433	fulltexts/PMC4221433.xml	Data visualisation, Gene expression, Protein expression
distmap	distmap	24009693.0	PMC3751911	fulltexts/PMC3751911.xml	Mapping, Sequence analysis, Sequencing
iRSpot-PseDNC	irspot-psednc	23303794.0	PMC3616736	fulltexts/PMC3616736.xml	DNA replication and recombination, Nucleic acid sites, features and motifs, Genomics
