name	biotoolsID	pubmedid	pubmedcid	link
CleavPredict	cleavpredict	25996941	PMC4440711	fulltexts/PMC4440711.xml
Metagenomic operational taxonomic units (mOTUs)	motus	30833550	PMC6399450	fulltexts/PMC6399450.xml
SANS	sans	32280365	PMC7137503	fulltexts/PMC7137503.xml
SIAMCAT	siamcat	25432777	PMC4299606	fulltexts/PMC4299606.xml
iPATH	ipath	21546551	PMC3125749	fulltexts/PMC3125749.xml
iPATH	ipath	29718427	PMC6031023	fulltexts/PMC6031023.xml
proGenomes	progenomes	28053165	PMC5210662	fulltexts/PMC5210662.xml
proGenomes	progenomes	31647096	PMC7145564	fulltexts/PMC7145564.xml
MOCAT	mocat	27153620	PMC4978931	fulltexts/PMC4978931.xml
MOCAT	mocat	23082188	PMC3474746	fulltexts/PMC3474746.xml
ORDO	ordo	NA	PMC5013898	fulltexts/PMC5013898.xml
Gigwa	Gigwa	31077313	PMC6511067	fulltexts/PMC6511067.xml
Gigwa	Gigwa	27267926	PMC4897896	fulltexts/PMC4897896.xml
BioVenn	biovenn	18925949	PMC2584113	fulltexts/PMC2584113.xml
NanoPack	nanopack	29547981	PMC6061794	fulltexts/PMC6061794.xml
Plant Genomics and Phenomics Research Data Repository (PGP)	pgp	NA	PMC4080583	fulltexts/PMC4080583.xml
Plant Genomics and Phenomics Research Data Repository (PGP)	pgp	NA	PMC4834206	fulltexts/PMC4834206.xml
IncGraph	incgraph	29698494	PMC5919487	fulltexts/PMC5919487.xml
SCope	scope-scrna	29909982	PMC6086935	fulltexts/PMC6086935.xml
EndoDB	endodb	30357379	PMC6324065	fulltexts/PMC6324065.xml
wgd	wgd	30398564	PMC6581438	fulltexts/PMC6581438.xml
Protein Homeostasis Database	protein_homeostatis_database	31392322	PMC9883681	fulltexts/PMC9883681.xml
DenoisEM	denoisem	32034132	PMC7005902	fulltexts/PMC7005902.xml
MSAViewer	msaviewer	NA	PMC5181560	fulltexts/PMC5181560.xml
Binning	binning	NA	PMC2745766	fulltexts/PMC2745766.xml
BinSanity	binsanity	NA	PMC5345454	fulltexts/PMC5345454.xml
ShiftCrypt	shiftcrypt	32459331	PMC7319548	fulltexts/PMC7319548.xml
BIOMEX	biomex	32392297	PMC7319461	fulltexts/PMC7319461.xml
HH-suite	hh-suite	NA	PMC6744700	fulltexts/PMC6744700.xml
HH-suite	hh-suite	26496371	PMC4619893	fulltexts/PMC4619893.xml
HH-suite	hh-suite	NA	PMC5614098	fulltexts/PMC5614098.xml
CVID	cvid	31543876	PMC6730493	fulltexts/PMC6730493.xml
Tabloid Proteome	tabloid_proteome	29040688	PMC5753264	fulltexts/PMC5753264.xml
TinGa	tinga	32657409	PMC7355244	fulltexts/PMC7355244.xml
TF2Network	tf2network	29272447	PMC5888541	fulltexts/PMC5888541.xml
PLAZA 4.0	plaza_4.0	29069403	PMC5753339	fulltexts/PMC5753339.xml
CoNet app	conet_app	27853510	PMC5089131	fulltexts/PMC5089131.xml
MAPPI-DAT	mappi-dat	28453684	PMC5408788	fulltexts/PMC5408788.xml
Start2Fold	start2fold	26582925	PMC4702845	fulltexts/PMC4702845.xml
miRVaS	mirvas	26384425	PMC4756848	fulltexts/PMC4756848.xml
MorphDB	morphdb	29616063	PMC5867296	fulltexts/PMC5867296.xml
AlignMe	alignme	24753425	PMC4086118	fulltexts/PMC4086118.xml
AlignMe	alignme	23469223	PMC3587630	fulltexts/PMC3587630.xml
Align-GVGD	align-gvgd	16522644	PMC1390679	fulltexts/PMC1390679.xml
AIDA	aida	24831546	PMC4086082	fulltexts/PMC4086082.xml
eDAL - electronic data archive library	edal	NA	PMC4080583	fulltexts/PMC4080583.xml
eDAL - electronic data archive library	edal	NA	PMC4834206	fulltexts/PMC4834206.xml
DeepCLIP	DeepCLIP	NA	PMC7367176	fulltexts/PMC7367176.xml
Diffany	diffany	26729218	PMC4700732	fulltexts/PMC4700732.xml
LOINC2HPO	LOINC2HPO	31119199	PMC6527418	fulltexts/PMC6527418.xml
Mendelian	mendelian	NA	PMC4656174	fulltexts/PMC4656174.xml
neXtProt	nextprot	31724716	PMC7145669	fulltexts/PMC7145669.xml
neXtProt	nextprot	22139911	PMC3245017	fulltexts/PMC3245017.xml
TriForC Database	triforc	29045755	PMC5753214	fulltexts/PMC5753214.xml
Cellmissy	cellmissy	30052834	PMC6378935	fulltexts/PMC6378935.xml
sam_to_bam	sam_to_bam	NA	PMC2723002	fulltexts/PMC2723002.xml
sam_to_bam	sam_to_bam	NA	PMC4987906	fulltexts/PMC4987906.xml
ConTra v3	contra_v3	28472390	PMC5570180	fulltexts/PMC5570180.xml
MS2PIP Server	MS2PIP_Server	31028400	PMC6602496	fulltexts/PMC6602496.xml
MS2PIP Server	MS2PIP_Server	25990723	PMC4489309	fulltexts/PMC4489309.xml
Gear-Genomics	gear-genomics	32171249	PMC7071639	fulltexts/PMC7071639.xml
Alfred	alfred	30520945	PMC6612896	fulltexts/PMC6612896.xml
Delly2	delly2	22962449	PMC3436805	fulltexts/PMC3436805.xml
quantGenius	quantgenius	28545393	PMC5445471	fulltexts/PMC5445471.xml
PredTM	predtm	NA	PMC4687927	fulltexts/PMC4687927.xml
PredTM	predtm	NA	PMC3380051	fulltexts/PMC3380051.xml
GRAPE 2.0	grape_2.0	NA	PMC3582270	fulltexts/PMC3582270.xml
SysBio modelica library	sysbio_modelica_library	NA	PMC4263370	fulltexts/PMC4263370.xml
Biomine Explorer	BiomineExplorer	NA	PMC6954666	fulltexts/PMC6954666.xml
DiNAR	dinar	NA	PMC6117943	fulltexts/PMC6117943.xml
TopHat-Recondition	tophat-recondition	NA	PMC4855331	fulltexts/PMC4855331.xml
DNAS	dnas	NA	PMC4987927	fulltexts/PMC4987927.xml
CAMEO	cameo	23624946	PMC3889916	fulltexts/PMC3889916.xml
SWISS-MODEL Repository	swiss-model_repository	NA	PMC5210589	fulltexts/PMC5210589.xml
SWISS-MODEL Workspace	swiss-model_workspace	29788355	PMC6030848	fulltexts/PMC6030848.xml
Protein Model Portal	protein_model_portal	23624946	PMC3889916	fulltexts/PMC3889916.xml
MindTheGap	mindthegap	NA	PMC4253827	fulltexts/PMC4253827.xml
oriTfinder	oritfinder	29733379	PMC6030822	fulltexts/PMC6030822.xml
MetFrag	metfrag	NA	PMC4732001	fulltexts/PMC4732001.xml
MuSiC suite: PoPMuSiC, HoTMuSiC, and SNPMuSiC	popmusic	21569468	PMC3113940	fulltexts/PMC3113940.xml
MuSiC suite: PoPMuSiC, HoTMuSiC, and SNPMuSiC	popmusic	26988870	PMC4796876	fulltexts/PMC4796876.xml
MuSiC suite: PoPMuSiC, HoTMuSiC, and SNPMuSiC	popmusic	29540703	PMC5852127	fulltexts/PMC5852127.xml
miR2Diabetes	miR2Diabetes	31601051	PMC6826485	fulltexts/PMC6826485.xml
Coffee Genome Hub	Coffee_Genome_Hub	25392413	PMC4383925	fulltexts/PMC4383925.xml
bio.tools	bio.tools	NA	PMC4702812	fulltexts/PMC4702812.xml
bio.tools	bio.tools	NA	PMC5530318	fulltexts/PMC5530318.xml
Johns Hopkins Coronavirus Resource Center	johns_hopkins_coronavirus	32087114	PMC7159018	fulltexts/PMC7159018.xml
MicroScope platform	MicroScope_platform	NA	PMC3531135	fulltexts/PMC3531135.xml
MicroScope platform	MicroScope_platform	NA	PMC2790312	fulltexts/PMC2790312.xml
MicroScope platform	MicroScope_platform	NA	PMC1326237	fulltexts/PMC1326237.xml
MicroScope platform	MicroScope_platform	NA	PMC5210572	fulltexts/PMC5210572.xml
MicroScope platform	MicroScope_platform	28968784	PMC6931091	fulltexts/PMC6931091.xml
MicroScope platform	MicroScope_platform	31647104	PMC7145621	fulltexts/PMC7145621.xml
PLncPRO	plncpro	29036354	PMC5727461	fulltexts/PMC5727461.xml
BioExcel Building Blocks tutorials: Common Workflow Language with biobb	bioexcel_building_blocks_tutorials_common_workflow_language_with_biobb	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein MD Setup tutorial through REST API	bioexcel_building_blocks_tutorials_protein_md_setup_tutorial_through_rest_api	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Automatic Ligand parameterization	bioexcel_building_blocks_tutorials_automatic_ligand_parameterization	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Command-line workflows	bioexcel_building_blocks_tutorials_command-line_workflows	31506435	PMC6736963	fulltexts/PMC6736963.xml
ASA3P	ASAAAP	32134915	PMC7077848	fulltexts/PMC7077848.xml
SMS	PhyMLSMS	NA	PMC5850602	fulltexts/PMC5850602.xml
FastME	fastme	NA	PMC4576710	fulltexts/PMC4576710.xml
RSAT oligo-analysis	oligo-analysis	25904632	PMC4489296	fulltexts/PMC4489296.xml
NGphylogeny.fr	NGphylogeny.fr	NA	PMC6602494	fulltexts/PMC6602494.xml
Ocean Gene Atlas	Ocean_Gene_Atlas	29788376	PMC6030836	fulltexts/PMC6030836.xml
Genomicus-protists	Genomicus-protists	NA	PMC5753199	fulltexts/PMC5753199.xml
Genomicus-protists	Genomicus-protists	NA	PMC4383929	fulltexts/PMC4383929.xml
Genomicus-protists	Genomicus-protists	NA	PMC3531091	fulltexts/PMC3531091.xml
Genomicus-protists	Genomicus-protists	NA	PMC2853686	fulltexts/PMC2853686.xml
Genomicus-fungi	Genomicus-fungi	NA	PMC5753199	fulltexts/PMC5753199.xml
Genomicus-fungi	Genomicus-fungi	NA	PMC4383929	fulltexts/PMC4383929.xml
Genomicus-fungi	Genomicus-fungi	NA	PMC3531091	fulltexts/PMC3531091.xml
Genomicus-fungi	Genomicus-fungi	NA	PMC2853686	fulltexts/PMC2853686.xml
Genomicus-plants	Genomicus-Plants	NA	PMC5753199	fulltexts/PMC5753199.xml
Genomicus-plants	Genomicus-Plants	NA	PMC4383929	fulltexts/PMC4383929.xml
Genomicus-plants	Genomicus-Plants	NA	PMC3531091	fulltexts/PMC3531091.xml
Genomicus-plants	Genomicus-Plants	NA	PMC2853686	fulltexts/PMC2853686.xml
Genomicus-plants	Genomicus-Plants	NA	PMC4301744	fulltexts/PMC4301744.xml
Genomicus-tunicates	Genomicus-tunicates	NA	PMC7145539	fulltexts/PMC7145539.xml
Genomicus-tunicates	Genomicus-tunicates	NA	PMC5753386	fulltexts/PMC5753386.xml
Banana Genome Hub	Banana_Genome_Hub	NA	PMC3662865	fulltexts/PMC3662865.xml
Sugarcane Genome Hub	Sugarcane_Genome_Hub	NA	PMC6035169	fulltexts/PMC6035169.xml
AMMOS	ammos2	28486703	PMC5570140	fulltexts/PMC5570140.xml
AMMOS	ammos2	18925937	PMC2588602	fulltexts/PMC2588602.xml
MTiOpenScreen	MTiOpenScreen	25855812	PMC4489289	fulltexts/PMC4489289.xml
MTiOpenScreen	MTiOpenScreen	31546814	PMC6769597	fulltexts/PMC6769597.xml
DaReUS-Loop	DaReUS-Loop	31114872	PMC6602439	fulltexts/PMC6602439.xml
DaReUS-Loop	DaReUS-Loop	30209260	PMC6135855	fulltexts/PMC6135855.xml
FAF-Drugs	faf-drugs	16845110	PMC1538885	fulltexts/PMC1538885.xml
Fpocket	fpocket	20478829	PMC2896101	fulltexts/PMC2896101.xml
Fpocket	fpocket	19486540	PMC2700099	fulltexts/PMC2700099.xml
PEP-SiteFinder	pep-sitefinder	24803671	PMC4086095	fulltexts/PMC4086095.xml
PEP-FOLD	pep-fold	19433514	PMC2703897	fulltexts/PMC2703897.xml
PEP-FOLD	pep-fold	22581768	PMC3394260	fulltexts/PMC3394260.xml
PEP-FOLD	pep-fold	27131374	PMC4987898	fulltexts/PMC4987898.xml
SABBAC	sabbac	16844979	PMC1538914	fulltexts/PMC1538914.xml
InterEvDock	interevdock2	29741647	PMC6030979	fulltexts/PMC6030979.xml
InterEvDock	interevdock2	27131368	PMC4987904	fulltexts/PMC4987904.xml
PatchSearch	PatchSearch	31131411	PMC6602448	fulltexts/PMC6602448.xml
Midcor	Midcor	28158972	PMC5291980	fulltexts/PMC5291980.xml
PlaScope	PlaScope	30265232	PMC6202455	fulltexts/PMC6202455.xml
fidosnp	fidosnp	31114899	PMC6602425	fulltexts/PMC6602425.xml
DAStk - Differential ATAC-seq toolkit	DAStk_-_Differential_ATAC-seq_toolkit	29748466	PMC6099720	fulltexts/PMC6099720.xml
myDGR	myDGR	31049585	PMC6602519	fulltexts/PMC6602519.xml
MyelinJ	MyelinJ	31095292	PMC6821319	fulltexts/PMC6821319.xml
N1PAS	N1PAS	31143202	PMC6521780	fulltexts/PMC6521780.xml
NanoDJ	NanoDJ	31072312	PMC6509807	fulltexts/PMC6509807.xml
NCATS BioPlanet	NCATS_BioPlanet	31133849	PMC6524730	fulltexts/PMC6524730.xml
NetGO	NetGO	31106361	PMC6602452	fulltexts/PMC6602452.xml
NGSEP	NGSEP	31099384	PMC6853766	fulltexts/PMC6853766.xml
ngsRelateV2	ngsRelateV2	31042285	PMC6488770	fulltexts/PMC6488770.xml
ntEdit	ntEdit	31095290	PMC6821332	fulltexts/PMC6821332.xml
OG	OG	31060495	PMC6501302	fulltexts/PMC6501302.xml
OrthoVenn2	OrthoVenn2	31053848	PMC6602458	fulltexts/PMC6602458.xml
OsteoporosAtlas	OsteoporosAtlas	31086734	PMC6487800	fulltexts/PMC6487800.xml
OSTRFPD	OSTRFPD	31040636	PMC6482647	fulltexts/PMC6482647.xml
PastML	PastML	31127303	PMC6735705	fulltexts/PMC6735705.xml
PATHcrosstalk	PATHcrosstalk	31101593	PMC6606892	fulltexts/PMC6606892.xml
PathFXweb	PathFXweb	31114840	PMC6821302	fulltexts/PMC6821302.xml
PCA-PAM50	PCA-PAM50	31138829	PMC6538748	fulltexts/PMC6538748.xml
peakC	peakC	31134276	PMC6901067	fulltexts/PMC6901067.xml
Pergola-web	Pergola-web	31106365	PMC6602478	fulltexts/PMC6602478.xml
phylogeny IO	phylogeny_IO	31114886	PMC6602505	fulltexts/PMC6602505.xml
PhyloToL	PhyloToL	31062861	PMC6657734	fulltexts/PMC6657734.xml
PhyreRisk	PhyreRisk	31075275	PMC6597944	fulltexts/PMC6597944.xml
PiPred	PiPred	31053765	PMC6499831	fulltexts/PMC6499831.xml
PIZSA	PIZSA	31114890	PMC6602501	fulltexts/PMC6602501.xml
PN-BOTTM	PN-BOTTM	31073852	PMC6954125	fulltexts/PMC6954125.xml
PopNetD3	PopNetD3	31095319	PMC6668580	fulltexts/PMC6668580.xml
PPV NPV	PPV_NPV	31093546	PMC6460848	fulltexts/PMC6460848.xml
Prophage Hunter	Prophage_Hunter	31114893	PMC6602508	fulltexts/PMC6602508.xml
ProSNEx	ProSNEx	31114881	PMC6602423	fulltexts/PMC6602423.xml
PRS	PRS	30835202	PMC6400585	fulltexts/PMC6400585.xml
pTrimmer	pTrimmer	31077131	PMC6511130	fulltexts/PMC6511130.xml
QBiC-Pred	QBiC-Pred	31114870	PMC6602471	fulltexts/PMC6602471.xml
qtl2pleio	qtl2pleio	31092608	PMC6643884	fulltexts/PMC6643884.xml
QuantileBootstrap	QuantileBootstrap	31070704	PMC6853675	fulltexts/PMC6853675.xml
Ratcave	Ratcave	31062192	PMC6797704	fulltexts/PMC6797704.xml
RSI	RSI	31114928	PMC6698671	fulltexts/PMC6698671.xml
Rice Galaxy	Rice_Galaxy	31107941	PMC6527052	fulltexts/PMC6527052.xml
RIL-Contour	RIL-Contour	31089974	PMC6646456	fulltexts/PMC6646456.xml
RNA Workbench 2.0	RNA_Workbench_2.0	31073612	PMC6602469	fulltexts/PMC6602469.xml
rREST	rREST	31037477	PMC6592976	fulltexts/PMC6592976.xml
RUV-III	RUV-III	31114909	PMC6614807	fulltexts/PMC6614807.xml
Rxivist.org	Rxivist.org	31112533	PMC6546241	fulltexts/PMC6546241.xml
Sci-LMM	Sci-LMM	31071088	PMC6529016	fulltexts/PMC6529016.xml
scNPF	scNPF	31068142	PMC6505295	fulltexts/PMC6505295.xml
SEMA	SEMA	31070723	PMC6821276	fulltexts/PMC6821276.xml
SEPPA 3.0-enhanced	SEPPA_3.0-enhanced	31114919	PMC6602482	fulltexts/PMC6602482.xml
SeqTailor	SeqTailor	31045209	PMC6602489	fulltexts/PMC6602489.xml
Simple ClinVar	Simple_ClinVar	31114901	PMC6602488	fulltexts/PMC6602488.xml
simuG	simuG	31116378	PMC6821417	fulltexts/PMC6821417.xml
SLAM-DUNK	SLAM-DUNK	31109287	PMC6528199	fulltexts/PMC6528199.xml
SleepEEGNet	SleepEEGNet	31063501	PMC6504038	fulltexts/PMC6504038.xml
SLTChemDB	SLTChemDB	31073139	PMC6509116	fulltexts/PMC6509116.xml
snakePipes	snakePipes	31134269	PMC6853707	fulltexts/PMC6853707.xml
R.SamBada	R.SamBada	31136078	PMC6790591	fulltexts/PMC6790591.xml
Solr-Plant	Solr-Plant	31117932	PMC6530169	fulltexts/PMC6530169.xml
Spaced Radiology	Spaced_Radiology	31093725	PMC6598954	fulltexts/PMC6598954.xml
SPARK-MSNA	SPARK-MSNA	31036850	PMC6488671	fulltexts/PMC6488671.xml
SPLATCHE3	SPLATCHE3	31077292	PMC6821363	fulltexts/PMC6821363.xml
SpliceV	SpliceV	31068132	PMC6507234	fulltexts/PMC6507234.xml
split-GAL4	split-GAL4	31112130	PMC6529221	fulltexts/PMC6529221.xml
sRNAbench	sRNAbench	31114926	PMC6602500	fulltexts/PMC6602500.xml
sRNAtoolbox	sRNAtoolbox	31114926	PMC6602500	fulltexts/PMC6602500.xml
StanEx1	StanEx1	31040111	PMC6643891	fulltexts/PMC6643891.xml
RECIST 1.1	RECIST_1.1	31046712	PMC6498480	fulltexts/PMC6498480.xml
Subdyquency	Subdyquency	31088372	PMC6518800	fulltexts/PMC6518800.xml
SurfCut	SurfCut	31072374	PMC6509810	fulltexts/PMC6509810.xml
SUSPECT-BDQ	SUSPECT-BDQ	31141524	PMC6541270	fulltexts/PMC6541270.xml
tRNAviz	tRNAviz	31127306	PMC6602477	fulltexts/PMC6602477.xml
TYGS	TYGS	31097708	PMC6522516	fulltexts/PMC6522516.xml
UALCAN	UALCAN	NA	PMC5516091	fulltexts/PMC5516091.xml
UNCOVER	UNCOVER	31120875	PMC6550413	fulltexts/PMC6550413.xml
universal TTSs	universal_TTSs	31131080	PMC6518440	fulltexts/PMC6518440.xml
UNRAVEL	UNRAVEL	31134468	PMC6712144	fulltexts/PMC6712144.xml
vancomycin TDM	vancomycin_TDM	31075931	PMC6572512	fulltexts/PMC6572512.xml
VCF-Server	VCF-Server	31127704	PMC6625089	fulltexts/PMC6625089.xml
VMH	VMH	NA	PMC6323901	fulltexts/PMC6323901.xml
VOLPES	VOLPES	31114895	PMC6602475	fulltexts/PMC6602475.xml
VPAC	VPAC	31074382	PMC6509870	fulltexts/PMC6509870.xml
w3DNA	w3DNA	31114927	PMC6602438	fulltexts/PMC6602438.xml
web-rMKL	web-rMKL	31114892	PMC6602472	fulltexts/PMC6602472.xml
World Cancer Map	World_Cancer_Map	31096452	PMC6531084	fulltexts/PMC6531084.xml
YeastSpotter	YeastSpotter	31095270	PMC6821424	fulltexts/PMC6821424.xml
Yosshi	Yosshi	31106356	PMC6602428	fulltexts/PMC6602428.xml
Yvis	Yvis	31106372	PMC6602444	fulltexts/PMC6602444.xml
CancerGeneNet	CancerGeneNet	31598703	PMC6943052	fulltexts/PMC6943052.xml
WebSpecmine	WebSpecmine	NA	PMC6835413	fulltexts/PMC6835413.xml
Dolbico	dolce	NA	PMC3694522	fulltexts/PMC3694522.xml
Dolbico	dolce	NA	PMC2441783	fulltexts/PMC2441783.xml
Dolbico	dolce	NA	PMC3950675	fulltexts/PMC3950675.xml
SCOPIT	SCOPIT	NA	PMC6852764	fulltexts/PMC6852764.xml
EBI Search	ebi_search	28472374	PMC5570174	fulltexts/PMC5570174.xml
EBI Search	ebi_search	25855807	PMC4489232	fulltexts/PMC4489232.xml
EBI Search	ebi_search	30976793	PMC6602479	fulltexts/PMC6602479.xml
PRODIGY-CRYSTAL	PRODIGY-crystal	NA	PMC9186318	fulltexts/PMC9186318.xml
GoldenMutagenesis	GoldenMutagenesis	31358887	PMC6662682	fulltexts/PMC6662682.xml
IDBac	IDBAc	NA	PMC5949002	fulltexts/PMC5949002.xml
pathfindR	pathfindR	NA	PMC6773876	fulltexts/PMC6773876.xml
riboSeed	riboSeed	29608703	PMC6009695	fulltexts/PMC6009695.xml
Cell Studio	Cell_Studio	31069304	PMC6481718	fulltexts/PMC6481718.xml
CellTag	CellTag	31072405	PMC6509836	fulltexts/PMC6509836.xml
Census Travel	Census_Travel	31104596	PMC6558561	fulltexts/PMC6558561.xml
ChEA3	ChEA3	31114921	PMC6602523	fulltexts/PMC6602523.xml
Chickspress	Chickspress	NA	PMC6556980	fulltexts/PMC6556980.xml
CLiP  Chlamydomonas	CLiP_Chlamydomonas	NA	PMC6636631	fulltexts/PMC6636631.xml
CiliaCarta	CiliaCarta	31095607	PMC6522010	fulltexts/PMC6522010.xml
Cistrome-GO	Cistrome-GO	31053864	PMC6602521	fulltexts/PMC6602521.xml
classification noise	classification_noise	31116772	PMC6530857	fulltexts/PMC6530857.xml
ClinOmicsTrailbc	ClinOmicsTrailbc	31038669	PMC6954665	fulltexts/PMC6954665.xml
clustermq	clustermq	31134271	PMC6821287	fulltexts/PMC6821287.xml
cNMTF	cNMTF	31070705	PMC6954643	fulltexts/PMC6954643.xml
CoCo	CoCo	31141144	PMC6901076	fulltexts/PMC6901076.xml
CollaboNet	CollaboNet	31138109	PMC6538547	fulltexts/PMC6538547.xml
CoralTBase	CoralTBase	31101011	PMC6525400	fulltexts/PMC6525400.xml
coreMRI	coreMRI	31100074	PMC6524794	fulltexts/PMC6524794.xml
CPGAVAS2	CPGAVAS2	31066451	PMC6602467	fulltexts/PMC6602467.xml
CropCircDB	CropCircDB	31058278	PMC6501434	fulltexts/PMC6501434.xml
Crowdbreaks	Crowdbreaks	31037238	PMC6476276	fulltexts/PMC6476276.xml
CS2BP2-Plot	CS2BP2-Plot	31142266	PMC6542128	fulltexts/PMC6542128.xml
CyTOF workflow	CyTOF_workflow	28663787	PMC5473464	fulltexts/PMC5473464.xml
CytoPacq	CytoPacq	31114843	PMC6821329	fulltexts/PMC6821329.xml
Datastorr	Datastorr	31042286	PMC6506717	fulltexts/PMC6506717.xml
DEEPred	DEEPred	31089211	PMC6517386	fulltexts/PMC6517386.xml
DEPOT	DEPOT	31120982	PMC6532897	fulltexts/PMC6532897.xml
DeviaTE	DeviaTE	31056858	PMC6791034	fulltexts/PMC6791034.xml
DiffExpress	DiffExpress	31139204	PMC6527599	fulltexts/PMC6527599.xml
DigChem	DigChem	31091224	PMC6519793	fulltexts/PMC6519793.xml
DiVenn	DiVenn	31130993	PMC6509638	fulltexts/PMC6509638.xml
dnaasm-link	dnaasm-link	31111066	PMC6487145	fulltexts/PMC6487145.xml
Doc2Hpo	Doc2Hpo	31106327	PMC6602487	fulltexts/PMC6602487.xml
DoGNet	DoGNet	31083649	PMC6533009	fulltexts/PMC6533009.xml
Drug ReposER	Drug_ReposER	31106379	PMC6602481	fulltexts/PMC6602481.xml
DstarM	DstarM	31062193	PMC7148288	fulltexts/PMC7148288.xml
DVASS	DVASS	31106330	PMC6582333	fulltexts/PMC6582333.xml
DynaStI	DynaStI	31052310	PMC6572260	fulltexts/PMC6572260.xml
EAT-Rice	EAT-Rice	31067213	PMC6505892	fulltexts/PMC6505892.xml
EcoPrestMet	EcoPrestMet	31047795	PMC6591011	fulltexts/PMC6591011.xml
EcRBPome	EcRBPome	31117939	PMC6530084	fulltexts/PMC6530084.xml
Entrezpy	Entrezpy	31077305	PMC6821292	fulltexts/PMC6821292.xml
EpiAlign	EpiAlign	31045217	PMC6648345	fulltexts/PMC6648345.xml
EpiAlignment	EpiAlignment	31114924	PMC6602515	fulltexts/PMC6602515.xml
EPIC-TABSAT	EPIC-TABSAT	31106358	PMC6602470	fulltexts/PMC6602470.xml
EpiProfileLite	EpiProfileLite	31123082	PMC6581051	fulltexts/PMC6581051.xml
CutpointsOEHR	CutpointsOEHR	31072334	PMC6507062	fulltexts/PMC6507062.xml
FARDEEP	FARDEEP	31059559	PMC6522071	fulltexts/PMC6522071.xml
fastbaps	fastbaps	31076776	PMC6582336	fulltexts/PMC6582336.xml
FASTO	FASTO	31077222	PMC6511155	fulltexts/PMC6511155.xml
Fetal XCMR	Fetal_XCMR	31118056	PMC6532268	fulltexts/PMC6532268.xml
Fido-SNP	Fido-SNP	31114899	PMC6602425	fulltexts/PMC6602425.xml
FluoroCellTrack	FluoroCellTrack	31042738	PMC6493727	fulltexts/PMC6493727.xml
forgi	forgi	31069053	PMC6480952	fulltexts/PMC6480952.xml
founder sequences	founder_sequences	31131017	PMC6525415	fulltexts/PMC6525415.xml
G-OnRamp	G-OnRamp	31070714	PMC6821377	fulltexts/PMC6821377.xml
GEAR-base	GEAR-base	31100356	PMC6624217	fulltexts/PMC6624217.xml
Gene Sculpt Suite	Gene_Sculpt_Suite	31127311	PMC6602503	fulltexts/PMC6602503.xml
Geneshot	Geneshot	31114885	PMC6602493	fulltexts/PMC6602493.xml
GeneSurrounder	GeneSurrounder	31060502	PMC6503437	fulltexts/PMC6503437.xml
GGMs	GGMs	31077287	PMC6901079	fulltexts/PMC6901079.xml
GIDB	GIDB	31089686	PMC6517830	fulltexts/PMC6517830.xml
gpart	gpart	31070701	PMC6821423	fulltexts/PMC6821423.xml
GPI-anchor biosynthesis	GPI-anchor_biosynthesis	31127708	PMC6625143	fulltexts/PMC6625143.xml
GREIN	GREIN	31110304	PMC6527554	fulltexts/PMC6527554.xml
groupedSurv	groupedSurv	31138120	PMC6540566	fulltexts/PMC6540566.xml
GScluster	GScluster	31072324	PMC6507172	fulltexts/PMC6507172.xml
Gypsum-DL	Gypsum-DL	31127411	PMC6534830	fulltexts/PMC6534830.xml
Haloarchaeal Genomes	Haloarchaeal_Genomes	NA	PMC3023673	fulltexts/PMC3023673.xml
HawkDock	HawkDock	31106357	PMC6602443	fulltexts/PMC6602443.xml
Hayai-Annotation Plants	Hayai-Annotation_Plants	31093654	PMC6821316	fulltexts/PMC6821316.xml
HiCNN	HiCNN	31056636	PMC6821373	fulltexts/PMC6821373.xml
HMP2	HMP2	31142855	PMC6650278	fulltexts/PMC6650278.xml
HNADOCK	HNADOCK	31114906	PMC6602492	fulltexts/PMC6602492.xml
HNCDB	HNCDB	31139565	PMC6527845	fulltexts/PMC6527845.xml
HOME	HOME	31096906	PMC6521357	fulltexts/PMC6521357.xml
HOT	HOT	31114922	PMC6582337	fulltexts/PMC6582337.xml
Hypergraph Dynamic Correlation	Hypergraph_Dynamic_Correlation	31117943	PMC6530038	fulltexts/PMC6530038.xml
IAMBEE	IAMBEE	31127271	PMC6602435	fulltexts/PMC6602435.xml
ImaginR	ImaginR	31101851	PMC6525208	fulltexts/PMC6525208.xml
iMKT	iMKT	31081014	PMC6602517	fulltexts/PMC6602517.xml
ImmuneRegulation	ImmuneRegulation	31114925	PMC6602512	fulltexts/PMC6602512.xml
INDRA-IPM	INDRA-IPM	31070726	PMC6821420	fulltexts/PMC6821420.xml
InsectBase	InsectBase	NA	PMC4702856	fulltexts/PMC4702856.xml
ISETBIO	ISETBIO	31125331	PMC6553792	fulltexts/PMC6553792.xml
jViz.RNA	jViz.RNA	31059508	PMC6502502	fulltexts/PMC6502502.xml
krisp	krisp	31067235	PMC6527240	fulltexts/PMC6527240.xml
LanceletDB	LanceletDB	31106360	PMC6526094	fulltexts/PMC6526094.xml
LightCpG	LightCpG	31084602	PMC6513517	fulltexts/PMC6513517.xml
LinkeDomics	LinkeDomics	31124967	PMC6571408	fulltexts/PMC6571408.xml
LION-web	LION-web	31141612	PMC6541037	fulltexts/PMC6541037.xml
