PMCID,Sentence,True?,False?,NER_Tags,Topics
PMC10689045,"scPipe corrects barcodes that are not matched to the valid barcode list by allowing for one mismatched base in comparison with the valid barcode list, and counting the number of corrected barcodes in the complete dataset.",FALSE,FALSE,"(0, 6, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,This step can be run externally to scPipe and the resulting BAM file can be re-entered to the scPipe pipeline if samtools is not installed locally.,FALSE,FALSE,"(35, 41, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,This python-based capability was integrated into the scPipe R package using basilisk (20).,FALSE,FALSE,"(53, 59, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,via Cell Ranger) or scPipe generated feature matrix and fragment file is used as the main input to generate the feature × cell count matrix.,FALSE,FALSE,"(20, 26, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"It has been previously been shown that filtering cells based on multiple QC metrics is the most effective approach to do cell calling (7), and this approach has been adopted in scPipe.",FALSE,FALSE,"(177, 183, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"Another important aspect of scPipe is the ability to integrate datasets where a common barcode file is available to match the cells between SCE objects to create a combined SCE object, as occurs for example in 10X Genomics multiome experiments.",FALSE,FALSE,"(28, 34, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"We have processed the scATAC-Seq data in two ways; (i) via the Cell Ranger ATAC pipeline, and (ii) via the scPipe pipeline.",FALSE,FALSE,"(107, 113, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,We ran the scPipe scATAC-Seq pipeline on both the 20% and 80% GEMs to profile time and memory usage.,FALSE,FALSE,"(11, 17, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"We compared the clusters identified from scPipe preprocessed data to those obtained from the Cell Ranger ATAC pipeline, a popular tool for 10X scATAC-Seq preprocessing.",FALSE,FALSE,"(41, 47, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"Cell Ranger returned 5728 cells and scPipe 5599 cells after QC, with 5267 in common (Figure 2B).",FALSE,FALSE,"(36, 42, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"On the other hand, the mitochondrial contamination is lower and similar for scPipe-only called cells and those identified by scPipe in common with Cell Ranger (Figure 2C’).",FALSE,FALSE,"(76, 82, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"Moreover, ‘scPipe-only’ called cells contained counts and features that were more similar those found in common than the counts and features from ‘Cell Ranger-only’ called cells, whose distributions were concentrated towards the lower ranges for both quantities.",FALSE,FALSE,"(11, 17, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,The UMAP (28) generated from the Cell Ranger output shows that the 129 cells that appear in the Cell Ranger results but not in scPipe tend to cluster together away from the large clusters or in the margins of them (Figure 2E).,FALSE,FALSE,"(127, 133, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"In contrast, the UMAP generated from the scPipe output shows that the cells that only appear in scPipe results but not in Cell Ranger tend to be located within the main clusters (Figure 2E’).",FALSE,FALSE,"(41, 47, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,Comparing scPipe and Cell Ranger on a 10× dataset.,FALSE,FALSE,"(10, 16, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,FASTQ files were generated by Cell Ranger ARC 2.0.0 and these reads were processed by scPipe and Cell Ranger.,FALSE,FALSE,"(86, 92, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,(B) Venn diagram showing the overlap of cell barcodes detected by Cell Ranger and scPipe.,FALSE,FALSE,"(82, 88, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,(C) Box plot showing the percentage of mitochondrial gene counts in cells that are called by Cell Ranger and are common with/unique in comparison to scPipe or (C’) scPipe and are common with/unique in comparison to Cell Ranger output.,FALSE,FALSE,"(149, 155, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,(D) Scatter plot of the per cell total counts and (D’) number of features per cell obtained from Cell Ranger and scPipe in cells called in common between the two and cells that were unique to each of the two pipelines.,FALSE,FALSE,"(113, 119, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,(E) UMAP plot generated for Cell Ranger and (E’)scPipe output.,FALSE,FALSE,"(48, 54, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,Cell barcodes that only exist in (E) Cell Ranger or (E’) scPipe are highlighted in red.,FALSE,FALSE,"(57, 63, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,(F) UMAP coloured by the ground truth for Cell Ranger and (F’)scPipe.,FALSE,FALSE,"(62, 68, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"The scPipe generated output resulted in a higher ARI of 0.68 and NMI of 0.75 (Figure 2F’), indicating better concordance between the Seurat clustering and demuxlet results.",FALSE,FALSE,"(4, 10, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"Taken together, scPipe seemed to identify higher quality cells that were better separated according to the biological signal present in the data relative to the Cell Ranger processed data.",FALSE,FALSE,"(16, 22, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"To ensure flexibility, scPipe can preprocess data from a variety of different scATAC-Seq protocols that includes droplet-based and plate-based methods.",FALSE,FALSE,"(23, 29, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"scPipe can also handle combinatorial barcoding options when demultiplexing the reads, and can handle Unique Molecular Identifier (UMI) based scATAC-Seq approaches if they arise in the future.",FALSE,FALSE,"(0, 6, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"The resulting preprocessed data output by scPipe is stored in a versatile SingleCellExperiment (SCE) format, which means that the data can be further analysed downstream using SCE-object friendly tools available in R/Bioconductor.",FALSE,FALSE,"(42, 48, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,We demonstrate that data preprocessing with scPipe’s scATAC-Seq preprocessing workflow produces comparable results to those from 10×’s Cell Ranger ATAC pipeline.,FALSE,FALSE,"(44, 50, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"As the integration of numerous large-scale data modalities becomes more routine, scPipe provides convenient and scalable preprocessing options for both scRNA-Seq and scATAC-Seq data, allowing data integration and joint analyses.",FALSE,FALSE,"(81, 87, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045," scPipe’s scATAC-Seq preprocessing module is available from Bioconductor, DOI: https://doi.org/doi:10.18129/B9.bioc.scPipe.",FALSE,FALSE,"(1, 7, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC11510761,The three-dimensional structure of malanin was created by Swiss-model and viewed by PyMOL 2.3 (Figure 3).,FALSE,FALSE,"(84, 89, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The difference in amino acid residues in the three-dimensional structures between ricin and malanin was analyzed by PyMOL 2.3.,FALSE,FALSE,"(116, 121, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,"The three-dimensional modeling overlays of malanin and ricin by PyMOL 2.3 are shown in Figure 6 in green and yellow, respectively.",FALSE,FALSE,"(64, 69, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The bonding of cys188 and cys207 in the malanin B chain and of cys188 and cys205 in the ricin B chain were analyzed by PyMOL 2.3 (Figure 7).,FALSE,FALSE,"(119, 124, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The positions of the disulfide bonds in the three-dimensional structure of malanin and ricin were analyzed by PyMOL 2.3 [74].,FALSE,FALSE,"(110, 115, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,"The active sites in the primary and three-dimensional structure of malanin and ricin were analyzed by DNAMAN 9.0 and PyMOL 2.3, respectively [75,76].",FALSE,FALSE,"(117, 122, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The structure of malanin created by Swiss-model and viewed by PyMOL 2.3.,FALSE,FALSE,"(62, 67, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,Comparison of the three-dimensional structure of malanin and cinnamonin III by PyMOL 2.3.,FALSE,FALSE,"(79, 84, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,Comparison of the three-dimensional structures of malanin and ricin by PyMOL 2.3.,FALSE,FALSE,"(71, 76, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The bonding of cys188 and cys207 in malanin B chain with cys188 and cys205 in ricin B chain by PyMOL 2.3.,FALSE,FALSE,"(95, 100, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The difference in amino acid (AA) residues in the three-dimensional structures between ricin and malanin by PyMOL 2.3.,FALSE,FALSE,"(108, 113, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC10659926,Examples are eTBLAST (http://etest.vbi.vt.edu/etblast3) and turnitin (https://www.turnitin.com/).,FALSE,FALSE,"(13, 20, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC11223810,"To address this need, we introduce ChemoDOTS, an easy-to-use web server for hit-to-lead chemical optimization freely available at https://chemodots.marseille.inserm.fr/.",FALSE,FALSE,"(35, 44, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"ChemoDOTS rapidly generates synthetically feasible, hit-focused, large, diverse chemical libraries with finely-tuned physicochemical properties via a user-friendly interface providing a powerful resource for researchers engaged in hit-to-lead optimization.",FALSE,FALSE,"(0, 9, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"In response to this gap, we introduce the ChemoDOTS web server designed to facilitate the generation of focused virtual libraries starting from a user-defined activated fragment.",FALSE,FALSE,"(42, 51, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"The comprehensive list of reactions used in ChemoDOTS, along with their SMARTS representations, is available in Supplementary Tables S3–S5.",FALSE,FALSE,"(44, 53, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"(B) To test the ability to generate such compounds, the activated fragment was uploaded in SMILES format on the ChemoDOTS server.",FALSE,FALSE,"(112, 121, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,We tested the ability of ChemoDOTS to generate these compounds.,FALSE,FALSE,"(25, 34, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"In summary, ChemoDOTS is a user-friendly web server that enables the generation and exploration of a vast chemical space around an initial hit molecule by combining molecular building blocks and predefined chemistry rules.",FALSE,FALSE,"(12, 21, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,The current version of ChemoDOTS relies on a collection of more than 500 000 BBs from MolPort and almost a million from Enamine.,FALSE,FALSE,"(23, 32, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"However, the virtual chemical space covered by ChemoDOTS can be easily extended through the integration of additional BBs from other providers or user-defined sources.",FALSE,FALSE,"(47, 56, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,We also anticipate benefiting from users’ feedback to upgrade ChemoDOTS and to deliver a better service.,FALSE,FALSE,"(62, 71, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"To our knowledge, ChemoDOTS is the only freely accessible functional and maintained web server to combine the design of medchem-compatible focused virtual libraries with an integrated graphical postprocessing analysis.",FALSE,FALSE,"(18, 27, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"Our appreciation extends to Drs Sébastien Abel, Paul Brémond and Sébastien Combes for their insightful discussions about the chemical reactions used in ChemoDOTS.",FALSE,FALSE,"(152, 161, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"Lastly, we extend our thanks to the DISC platform for providing the facilities to host the ChemoDOTS web server.",FALSE,FALSE,"(91, 100, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,The ChemoDOTS web server is freely available at https://chemodots.marseille.inserm.fr/.,FALSE,FALSE,"(4, 13, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,All scripts used in ChemoDOTS backend have been deposited on GitHub (https://github.com/iSCBTeam/ChemoDOTS).,FALSE,FALSE,"(20, 29, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"Permanent DOI of the code used for ChemoDOTS: Backend: https://doi.org/10.6084/m9.figshare.25585089 Frontend: https://doi.org/10.6084/m9.figshare.25585092 The list of chemical functions, the list of reactions, and the final BBs from MolPort and Enamine (in SMILES format) are available via Zenodo repository at https://dx.doi.org/10.5281/zenodo.10776787.",FALSE,FALSE,"(35, 44, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC10787363,Project name: X-omics ACTION demonstrator multi-omics analysis workflow,FALSE,FALSE,"(14, 71, 'X-omics ACTION demonstrator multi-omics analysis workflow', 'x-omics_action_demonstrator_multi-omics_analysis_workflow')","Omics, Metabolomics, Epigenomics, Machine learning, Data visualisation"
PMC11425048,"Some of the search engines supporting this approach include MSFragger, 22 ,  23  Sage, 24  pFind3, 25  TagGraph, 26  MetaMorpheus, 27  and several others.",FALSE,FALSE,"(60, 69, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,MSFragger stands out as the mainstream search engine in shotgun proteomics.,FALSE,FALSE,"(0, 9, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"23  By default, MSFragger operates within a mass error tolerance range of −150–500 Da for peptide precursor ions in open search mode.",FALSE,FALSE,"(16, 25, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"This expansion makes constructing the MSFragger index time‐consuming and resource‐intensive, especially when considering modifications such as phosphorylation.",FALSE,FALSE,"(38, 47, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"In such cases, MSFragger's memory usage can skyrocket to hundreds of gigabytes, and the speed in open search mode notably decreases.",FALSE,FALSE,"(15, 24, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Unlike MSFragger, which necessitates a large theoretical fragment‐ion index, Dear‐PSM generates an experimental spectra index that usually requires only several hundred megabytes of memory, rendering it far more memory‐efficient than MSFragger.",FALSE,FALSE,"(7, 16, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"In contrast to MSFragger, which relies solely on hyper‐score, the dual‐score approach offers a more comprehensive means of identifying the best matching results.",FALSE,FALSE,"(15, 24, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"MSFragger and Sage address this challenge by leveraging inverted indices of theoretical fragment ions, bypassing pairwise comparisons between peptides and experimental spectra, thereby significantly expediting the search process.",FALSE,FALSE,"(0, 9, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"For subsequent peptide validation, MSFragger retains and processes search results with over 4 matched fragment ions to compute the expected value, significantly increasing the computational time required.",FALSE,FALSE,"(35, 44, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"To evaluate the performance of Dear‐PSM, we compared it with mainstream peptide search engines MSFragger and the latest open search engine, Sage.",FALSE,FALSE,"(95, 104, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,MSFragger searches all DDA files and outputs search results individually.,FALSE,FALSE,"(0, 9, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The MSFragger and Sage search engines were set to open search mode, with the default peptide mass search range from −150 to 500 Da.",FALSE,FALSE,"(4, 13, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Red, blue, and purple denote Dear‐PSM, MSFragger, and Sage, respectively, based on data collected by Orbitrap QE HF‐X.",FALSE,FALSE,"(39, 48, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM utilizes the full‐database search strategy, while MSFragger and Sage employ open search strategies.",FALSE,FALSE,"(59, 68, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"For the data from TripleTOF 6600+, Dear‐PSM, MSFragger, and Sage reported 25,015, 20,789, and 22,070 peptides, respectively.",FALSE,FALSE,"(45, 54, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,Dear‐PSM discovered 20% more peptides than MSFragger and 13% more peptides than Sage (Figure 3B).,FALSE,FALSE,"(43, 52, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM, MSFragger, and Sage reported 4788, 3215, and 4764 proteins, respectively.",FALSE,FALSE,"(10, 19, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The coverage of Dear‐PSM compared to MSFragger and Sage was 92% and 87%, respectively (Figure 3C).",FALSE,FALSE,"(37, 46, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Specifically, for data from TripleTOF 6600+, Dear‐PSM, MSFragger, and Sage reported 26,371, 24,565, and 25,911 peptides, respectively (Figure 3F).",FALSE,FALSE,"(55, 64, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM covered 94% and 89% of the results reported by MSFragger and Sage, respectively (Figure 3G).",FALSE,FALSE,"(56, 65, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM's peptide coverage exceeded 90% for both MSFragger and Sage, indicating its ability to replicate a substantial portion of the results from the other two search engines (Supporting Information S1: Figure S9).",FALSE,FALSE,"(50, 59, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Under the open search strategy, Dear‐PSM, MSFragger, and Sage discovered 156,754, 154,210, and 131,065 peptides, respectively.",FALSE,FALSE,"(42, 51, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM achieved coverage rates of 78% and 85% compared to MSFragger and Sage, respectively.",FALSE,FALSE,"(60, 69, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Additionally, Dear‐PSM uniquely identified 33,826 peptides, while MSFragger and Sage individually identified 18,953 and 5740 peptides, respectively (Figure 4A).",FALSE,FALSE,"(66, 75, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM, MSFragger, and Sage reported 14,183, 9270, and 12,151 proteins, respectively.",FALSE,FALSE,"(10, 19, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM achieved coverage rates of 99% and 95% compared to MSFragger and Sage, respectively.",FALSE,FALSE,"(60, 69, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,The right subplot shows the results reported by MSFragger in the open search mode.,FALSE,FALSE,"(48, 57, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The red and blue colors represent the distributions of Dear‐PSM and MSFragger, respectively.",FALSE,FALSE,"(68, 77, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,The red and blue curves represent the number of identified peptides by Dear‐PSM and MSFragger respectively at different q‐values.,FALSE,FALSE,"(84, 93, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"This matches closely with what MSFragger reported, showing that Dear‐PSM's findings are trustworthy.",FALSE,FALSE,"(31, 40, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,We also looked at the length distribution of peptides reported by Dear‐PSM and MSFragger.,FALSE,FALSE,"(79, 88, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Interestingly, Dear‐PSM found more peptides with over 20 amino acids compared to MSFragger (Figure 4E).",FALSE,FALSE,"(81, 90, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Comparing Dear‐PSM's full‐database search mode with MSFragger's open search mode, we sorted Hyperscores in descending order to compute Q‐values.",FALSE,FALSE,"(52, 61, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The FDR curves of Dear‐PSM and MSFragger exhibit consistent trends, with Dear‐PSM detecting more peptides than MSFragger at a 1% q‐value threshold under the full‐database search mode (Figure 4G).",FALSE,FALSE,"(31, 40, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Under the open search mode, Dear‐PSM, MSFragger, and Sage identified 7377, 7182, and 6222 peptides, respectively, when comparing unmodified peptide sequences (Figure 5A).",FALSE,FALSE,"(38, 47, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Furthermore, Dear‐PSM covered 80% and 86% of the peptides discovered by MSFragger and Sage, respectively.",FALSE,FALSE,"(72, 81, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"When comparing phosphorylated peptides, Dear‐PSM detected 12,320 phosphorylated peptides, while MSFragger and Sage identified 11,686 and 9666 phosphorylated peptides, respectively (Figure 5B).",FALSE,FALSE,"(96, 105, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,Dear‐PSM reported 5% more phosphorylated peptides than MSFragger.,FALSE,FALSE,"(55, 64, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Results from Dear‐PSM, MSFragger, and Sage are represented by red, light blue, and dark blue, respectively.",FALSE,FALSE,"(23, 32, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM, after increasing the upper limit of variable modifications, could identify peptides with up to 8 variable modifications in the PXD041271 dataset, whereas MSFragger and Sage could only detect peptides with a maximum of 3 variable modifications (Figure 5C).",FALSE,FALSE,"(164, 173, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"For instance, the number of peptides with 1 variable modification reported by Dear‐PSM, MSFragger, and Sage were 7544, 7015, and 6492, respectively (Figure 5C).",FALSE,FALSE,"(88, 97, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The proportion reported by Dear‐PSM was consistent with that reported by MSFragger and Sage, indicating that Dear‐PSM can be used to search for and validate phosphorylated peptides (Figure 5D).",FALSE,FALSE,"(73, 82, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,We tested the running performance of Dear‐PSM and MSFragger on a desktop computer.,FALSE,FALSE,"(50, 59, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,We conducted tests using the PXD028735 dataset for Dear‐PSM's full database search and MSFragger's open search strategy.,FALSE,FALSE,"(87, 96, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"The results showed that Dear‐PSM identified 11,103,192 peptide sequences, whereas MSFragger identified 10,626,494 peptide sequences.",FALSE,FALSE,"(82, 91, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Despite Dear‐PSM searching a peptide mass range 10 times larger than MSFragger, Dear‐PSM achieved a speed 3–6 times faster than MSFragger (Figure 6A).",FALSE,FALSE,"(69, 78, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"In terms of memory consumption, MSFragger used 30–136 times more memory than Dear‐PSM, while Dear‐PSM used an experimental spectral index table to greatly reduce memory consumption (Figure 6B).",FALSE,FALSE,"(32, 41, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Although Sage saves approximately five times more memory compared to MSFragger, Dear‐PSM still consumes 6–25 times less memory than Sage (Figure 6B).",FALSE,FALSE,"(69, 78, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Red, light blue and dark blue boxes in both (A), (B) and (C) represent Dear‐PSM MSFragger, and Sage, respectively.",FALSE,FALSE,"(80, 89, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"After increasing the maximum number of variable modifications per peptide to 20, Dear‐PSM's search space expanded to 3 billion peptide sequences, while MSFragger's search space was 140 million peptide sequences (Figure 6C).",FALSE,FALSE,"(152, 161, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM's search space was approximately 21 times larger than that of MSFragger, reaching the order of 1 billion.",FALSE,FALSE,"(71, 80, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Despite the immense search space, Dear‐PSM achieved a search speed 7 times faster than MSFragger and used 241 times less memory than MSFragger (Figure 6C).",FALSE,FALSE,"(87, 96, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Dear‐PSM can reproduce results from MSFragger and Sage search engines in over 90% of cases in full database search mode, while also discovering more peptides and proteins.",FALSE,FALSE,"(36, 45, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"In performance comparisons, Dear‐PSM's search speed is 3–7 times faster than MSFragger, with memory consumption reduced by 100–200 times.",FALSE,FALSE,"(77, 86, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11413572,"Alignments were created using the L-INS-i algorithm in MAFFT (Katoh and Standley 2013) and assessed in AliView (Larsson 2014), and phylogenetically informative sites were selected with trimAl (Capella-Gutiérrez et al.",FALSE,FALSE,"(185, 191, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
